symbol	company	yayk	nayk	mayk	yay	nay	may	desc
QIS.V	Quorum Information Technologies Inc	2	0	2	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@67e35fd4	Quorum Information Technologies Inc., an information technology company, focuses on the automotive retail business in Canada and the United States. The company develops, markets, implements, and supports XSellerator, a dealership management system that automates, integrates, and streamlines key processes across departments in a dealership; and DealerMine CRM, a sales and service customer relationship management system, as well as a set of business development center services. It also offers Autovance, a sales desking system that enhances sales department gross margins and improves customer satisfaction for dealerships; and Advantage, a showroom system for franchised and independent dealerships and an operating system that includes accounting for the independent markets. Quorum Information Technologies Inc. was founded in 1996 and is headquartered in Calgary, Canada.
QMX.V	Qmx Gold Corp	2	4	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@29c24b61	clojure.lang.LazySeq@8960648f	QMX Gold Corporation, a resource company, engages in the acquisition, exploration, and evaluation of mineral properties in Canada. It explores for gold and base metal deposits. The company holds a portfolio of properties covering approximately 200 square kilometers of the Val d'Or Mining Camp in the Abitibi district of Qu̩bec. The company was formerly known as Alexis Minerals Corporation and changed its name to QMX Gold Corporation in June 2012. QMX Gold Corporation was incorporated in 1988 and is headquartered in Toronto, Canada.
QNC.V	Quantum Numbers Corp	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Quantum Numbers Corp. engages in the development of cryptographic solutions based on quantum random number generator in Canada. It develops and markets encrypted communication solutions for the financial/banking, military, mobile, and Internet telecommunication sectors. The company was formerly known as Active Growth Capital Inc. and changed its name to Quantum Numbers Corp. in December 2016. Quantum Numbers Corp. was incorporated in 2007 and is headquartered in Brossard, Canada.
WKG.V	Westkam Gold Corp	2	5	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@4544291f	clojure.lang.LazySeq@bffb786f	WestKam Gold Corp. engages in the acquisition and exploration of exploration and evaluation assets in Canada. The company primarily explores for gold, silver, copper, and tellurium deposits. It holds a 100% interest in the Bonaparte gold property covering an area of 2,461 hectares located in the Kamloops mining district in British Columbia. The company was formerly known as Encore Renaissance Resources Corporation and changed its name to WestKam Gold Corp. in April 2012. WestKam Gold Corp. was incorporated in 1982 and is headquartered in Vancouver, Canada.
QRO.V	Quadro Resources Inc	2	2	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@60183e1	clojure.lang.LazySeq@bffb786f	Quadro Resources Ltd. engages in the acquisition, exploration, and development of mineral properties in Canada. The company holds a 100% interest in the Staghorn gold property that consists of 160 claim units covering 4000 hectares; a 100% interest in the Costigan Lake property; and an option to acquire a 100% interest in Long Lake property comprising 272 claim units covering 6800 hectares located in Newfoundland. It also holds an option to acquire a 100% interest in the Yellow Fox and Careless Cove properties covering 40 claim units situated in Newfoundland; and an option to acquire a 70% interest in the Seagull Lake property, which hosts platinum group metals comprising 492 single cell mining claims totaling 10,390 hectares located in Thunder Bay, Ontario. The company was formerly known as Tri-Gold Resources Corp. and changed its name to Quadro Resources Ltd. in May 2009. Quadro Resources Ltd. is headquartered in Vancouver, Canada.
AGO.V	Aurcrest Gold Inc	2	5	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@ea9153f	clojure.lang.LazySeq@1	AurCrest Gold Inc., a mineral exploration company, acquires, explore for, and develops gold properties in Ontario, Canada. The company owns 100% interests in the Richardson Lake and Western Fold properties located in Northwestern Ontario's Red Lake Gold Camp. It also holds interests in the Ranger Lake, Bridget Lake, McFaulds Lake, and Fredart Lake properties located in Northern Ontario. The company was formerly known as Tribute Minerals Inc. and changed its name to AurCrest Gold Inc. in December 2010. AurCrest Gold Inc. is based in Toronto, Canada.
RAK.V	Rackla Metals Inc	2	1	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@8960648f	Rackla Metals Inc., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Canada. It explores for gold, precious, and base metals properties. It holds a 100% interest in the Rivier property, which includes 116 claims covering an area of 2,404 hectares located in the Watson Lake Mining District. Rackla Metals Inc. was incorporated in 2011 and is headquartered in Vancouver, Canada.
RCT.V	Rochester Resources Ltd	2	1	3	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@ae6e22af	Rochester Resources Ltd., a junior natural resource company, engages in the acquisition, exploration, and development of mineral properties in Mexico. It primarily explores for gold and silver deposits. The company holds 100% interests in the Mina Real property that consists of eight mining concessions and one mineral claim covering an area of 21,367.42 hectares; and the San Francisco property, which includes twelve mining concessions covering an area of 18,125.05 hectares. It also has an agreement to acquire a 70% interest in the Santa Fe property that comprises one mining concession covering an area of 3,852.66 hectares. The company was incorporated in 1989 and is headquartered in Vancouver, Canada.
RDS.V	Radisson Mining Resources Inc	2	2	3	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@7bad72ef	Radisson Mining Resources Inc., a gold exploration company, engages in the acquisition, exploration, and development of mining properties in Canada. It has a portfolio of two properties, which covers an area of 2,159.58 hectares. The company's flagship property is the O'Brien gold project that comprise 21 claims covering a total area of 637.43 hectares located in the Abitibi region, northwestern Qu̩bec. Radisson Mining Resources Inc. was founded in 1983 and is headquartered in Rouyn-Noranda, Canada.
REG.V	Regulus Resources Inc	2	2	2	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@c64dd510	Regulus Resources Inc. operates as a mineral exploration company in Peru, Chile, the United States, and Canada. The company primarily explores for copper, gold, and silver deposits. Its flagship project is the AntaKori copper-gold-silver project comprises 20 mineral concessions that cover an area of 438 hectares located in the Yanacocha-Hualgayoc mining district in the Department of Cajamarca, Northern Peru. Regulus Resources Inc. was founded in 2010 and is headquartered in Vancouver, Canada.
REKO.V	Reko International Group Inc	2	2	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@5247d7c1	clojure.lang.LazySeq@86da3fbe	Reko International Group Inc. designs and manufactures various engineered products and services for original equipment manufacturers and their tier suppliers in Canada and the United States. The company engages in the design and construction of specialty machines and lean cell factory automation solutions, and robotics integration; high precision custom machining of critical components and assemblies; and plastic injection and compression acoustic molds. It also provides specialty machines for gas tank assembly lines, material handling applications, and work cell solutions, as well as compression molds and plastic injection molds. The company was founded in 1976 and is headquartered in Lakeshore, Canada. Reko International Group Inc. is a subsidiary of The Reko Family Corporation.
REL.V	Roughrider Exploration Limited	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Roughrider Exploration Limited, an exploration stage uranium company, explores for and evaluates mineral properties primarily in Canada. It holds 100% interest in the Eldorado, Gin, and Bonanza properties located in the Golden Triangle area of northern British Colombia; 100% interest in the Sterling Silver property covering an area of approximately 844 hectares; and 50% interest in the Genesis uranium project covering approximately 36,757 hectares located to the northeast of the Athabasca Basin. Roughrider Exploration Limited also holds an interest in the Scottie West Property covering approximately 6,358.8 hectares located in the Golden Triangle area. The company was formerly known as Westham Resources Corp. and changed its name to Roughrider Exploration Limited in June 2014. Roughrider Exploration Limited was incorporated in 2011 and is headquartered in Vancouver, Canada.
WMD.V	Weedmd Inc	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@1	WeedMD Inc. produces, distributes, and sells medical-grade cannabis in Canada. It offers dried cannabis, cannabis plants and seeds, cannabis oil, edibles, extracts and topicals, and others, as well as cannabis flower products. The company sells its products directly to medical patients and strategic relationships across the seniors' market, as well as through supply agreements with Shoppers Drug Mart and six provincial distribution agencies under the Color Cannabis, Saturday, Starseed, and WeedMD brand names. WeedMD Inc. is headquartered in Aylmer, Canada.
REX.V	Orex Minerals Inc	2	4	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@c85b2f81	clojure.lang.LazySeq@1	Orex Minerals Inc. acquires and explores for mineral properties in Mexico and Canada. The company explores for gold and silver deposits. It owns interests in the Coneto silver-gold project located in the Mesa Central on the eastern flank of the Sierra Madre Occidental Mountains; Sandra Escobar silver-gold project located to the north of the town of Tepehuanes, Durango; and Jumping Josephine gold project located in the West Kootenay region of Southeastern British Columbia. The company was incorporated in 1996 and is headquartered in Vancouver, Canada.
RFC.V	Rifco Inc	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Rifco Inc., through its subsidiary, Rifco National Auto Finance Corporation, provides auto finance services in Canada. It offers non-traditional auto financing to motorists through a network of new and used vehicle dealers. Rifco Inc. was founded in 2001 and is headquartered in Red Deer, Canada.
RG.V	Romios Gold Resources Inc	2	5	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@4707193f	clojure.lang.LazySeq@1	Romios Gold Resources Inc. engages in the exploration of precious and base metals in Canada. It primarily explores for gold, silver, and copper deposits. It holds a 100% interest in the Lundmark-Akow Lake gold-copper property located in northwestern Ontario; and holds interest in the La Corne molybdenum mine property in Quebec and the Scossa gold mine property in Nevada. Romios Gold Resources Inc. was founded in 1995 and is headquartered in Toronto, Canada.
RHC.V	Royal Helium Ltd.	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Royal Helium Ltd. engages in the exploration and evaluation of helium properties. The company holds helium leases and permits in Saskatchewan, Canada. Royal Helium Ltd. has a strategic collaboration with The Saskatchewan Research Council to develop a helium facility. The company was formerly known as RHC Capital Corporation and changed its name to Royal Helium Ltd. in April 2019. Royal Helium Ltd. is based in Saskatoon, Canada.
RIWI.V	Riwi Corp	2	1	2	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@ab37322f	clojure.lang.LazySeq@67e35fd4	RIWI Corp. operates as a trend-tracking and prediction technology firm in the United States, Canada, Europe, and internationally. Its patented cloud-based and machine-learning software solution provides global digital intelligence platform to clients seeking real-time citizen sentiment data. The company offers real-time applied analytics, forecasts, advance warnings, digital surveys, ad tests, trend-monitoring, predictive analytics, risk monitoring, and message testing services. RIWI Corporation was incorporated in 2009 and is headquartered in Toronto, Canada.
RK.V	Rockhaven Resources Ltd	2	1	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@bffb786f	Rockhaven Resources Ltd., an exploration stage company, engages in the acquisition, exploration, and evaluation of mineral properties in Canada. The company primarily explores for precious and base metal deposits. It holds a 100% interest in the Klaza gold-silver property, which consists of 1,478 mineral claims covering an area of 287 square kilometers located in the Whitehorse mining district, Yukon Territory. The company was incorporated in 2005 and is headquartered in Vancouver, Canada.
RKR.V	Rokmaster Resources Corp	2	1	2	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@8f81b455	Rokmaster Resources Corp., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties in North, Central, and South America. It explores for zinc, lead, silver, copper, gold, and polymetallic deposits, as well as precious metals. The company holds a 100% in the Duncan Lake property comprising 35 contiguous mineral claims that covers an area of 3,929 hectares; and a 55% interest in the Big Copper property located in the Slocan Mining Division in southeast British Columbia, Canada. It also holds an option to acquire 100% interest in the Revel Ridge Project in British Columbia. The company was incorporated in 2010 and is headquartered in Vancouver, Canada.
A.V	Armor Minerals Inc	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Armor Minerals Inc. engages in the acquisition and exploration of mineral properties primarily in Canada. The company was formerly known as Rio Cristal Resources Corporation and changed its name to Armor Minerals Inc. in May 2015. Armor Minerals Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.
RM.V	Routemaster Capital Inc	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Routemaster Capital Inc. operates as a tier 2 investment issuer in Canada. It engages in the acquisition of equity, debt, or other securities of publicly traded companies, private companies, or other entities. The company was formerly known as Rodinia Lithium Inc. and changed its name to Routemaster Capital Inc. in August 2016. Routemaster Capital Inc. is headquartered in Toronto, Canada.
RMD.V	Richmond Minerals Inc	2	1	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@bffb786f	Richmond Minerals Inc. engages in the exploration and development of base and precious metals in northern Ontario and Quebec, Canada. It primarily focuses on the 100% owned Ridley Lake Gold Property, which consists of a 196 contiguous mining claims located in Raney and Rollo Townships, Ontario. The company also holds interests in the Oberzeiring Polymetallic Property that covers an area of approximately 3,000 hectares, which is located near the town of Oberzeiring in the province of Styria. Richmond Minerals Inc. is headquartered in Toronto, Canada.
RMK.V	Red Moon Resources Inc	2	0	3	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@cebc91d5	Red Moon Resources Inc., a junior mineral exploration company, engages in the acquisition, evaluation, and exploration of mineral properties in Newfoundland and Labrador, Canada. The company explores for potash, salt, gypsum, and other mineral deposits. It holds 100% interest in the Captain Cook Salt project covering 190 claims and 4,750 hectares in the Bay St. George Basin of Western Newfoundland. The company also holds interests in the Ace Gypsum project located in the dormant Flat Bay gypsum mines to the southwest of the Captain Cook salt deposit; and the Black Bay Nepheline property located in southern Labrador. As of December 31, 2018, the company had 14 mineral licenses approximately 6,500 hectares in the Bay St. George region of Western Newfoundland and in Black Bay, Labrador. The company was formerly known as Red Moon Potash Inc. and changed its name to Red Moon Resources Inc. in December 2016. Red Moon Resources Inc. was founded in 2011 and is headquartered in St. John's, Canada. Red Moon Resources Inc. is a subsidiary of Vulcan Minerals Inc.
RMO.V	Rainy Mountain Royalty Corp	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Rainy Mountain Royalty Corp. engages in the acquisition and exploration of mineral resource properties in Canada. The company explores for copper, zinc, silver, and gold deposits. It holds an interest in the Marshall Lake property located in Ontario. The company was formerly known as East West Resource Corporation and changed its name to Rainy Mountain Royalty Corp. in February 2010. Rainy Mountain Royalty Corp. was incorporated in 2005 and is headquartered in West Vancouver, Canada.
ROE.V	Renaissance Oil Corp	2	2	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@273221	clojure.lang.LazySeq@1	Renaissance Oil Corp., together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in Canada and Mexico. It holds interests in the Mundo Nuevo block covering an area of 27.7 square kilometers; Top̩n block covering an area of 25.3 square kilometers; and Malva block, including an area of 21.2 square kilometers located in Chiapas, Mexico. The company is headquartered in Vancouver, Canada.
ROI.V	Route1 Inc	2	0	2	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@9a746f0c	Route1 Inc. provides industrial-grade data intelligence, user authentication, and ultra-secure mobile workforce solutions to the government, military, and private sectors in the United States and Canada. The company offers MobiKEY, a desktop secure remote access solution; MobiENCRYPT; DerivID, a credentials solution for PIV and CAC that validates the identity of mobile users; and MobiNET and DEFIMNET, which are universal identity management and service delivery platforms. It also provides ActionPLAN that captures and interprets the data in the form of actionable work orders to deliver real time and quantitative industrial process data and analytics to help pinpoint the exact sources of unplanned downtime; ScreenSTOP, an intelligent in-motion screen masking solution to reduce operator distraction during the operation of heavy lift vehicles; and AutoVu, an automatic license plate recognition system to locate vehicles of interest and enforce parking restrictions. In addition, the company offers rugged devices, such as laptops and notebooks, tablets, handhelds and scanners, printers, vehicle docking stations and mounts, WiFi networks, mobile wireless, computing, printing and scanning accessories, mobile antennas and wireless accessories, mobile video and video accessories, and mobile computers. It serves utilities, telecommunications, field services, insurance, healthcare, manufacturing, and logistics industries, as well as police and public safety, and state and local government. Route1 Inc. was founded in 2004 and is headquartered in Toronto, Canada.
ROK.V	Rok Resources Inc.	2	2	1	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@354d8771	clojure.lang.LazySeq@7bfc1ec7	ROK Resources Inc. engages in the exploration and development of oil and natural gas properties in Saskatchewan. The company was formerly known as Petrodorado Energy Ltd. and changed its name to ROK Resources Inc. in January 2020. ROK Resources Inc. is headquartered in Regina, Canada.
WML.V	Wealth Minerals Ltd	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Wealth Minerals Ltd., a junior mineral resource exploration company, engages in the acquisition, exploration, and development of mineral properties in Chile, Canada, and Mexico. The company primarily explores for lithium, as well as for precious metal, copper, gold, and silver deposits. Its principal project is the Atacama project that comprises 144 exploration concessions in the Atacama Salar in Region II of Antofagasta, northern Chile. The company has a strategic alliance agreement with ENAMI. The company is headquartered in Vancouver, Canada.
ROVR.V	Rover Metals Corp	2	3	0	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@bc2268bf	clojure.lang.LazySeq@1	Rover Metals Corp., a natural resource exploration company, owns, exploits, explores for, develops, and evaluates mineral properties in Canada. The company primarily explores for gold resources. It holds interests in the Cabin Lake gold-in-iron formation property totaling an area of 1,503 hectares located in the Northwest Territories. The company has an option agreement to acquire a 100% interest in the Up Town gold project located in Yellowknife, Northwest Territories. Rover Metals Corp. is headquartered in Vancouver, British Colombia.
ROX.V	Canstar Resources Inc	2	1	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@329f7b	Canstar Resources Inc., a junior resource company, focuses primarily on the acquisition, exploration, and development of mineral properties in Canada. The company primarily explores for zinc, silver, lead, copper, and gold deposits. The company holds interests in the Golden Baie project that consists of 47 mineral exploration licenses covering an area of 61,150 hectares located in south-central Newfoundland; the Buchans-Mary March project that consists of various contiguous properties totaling approximately 39,000 hectares of land located in Buchans Mine, central Newfoundland; and the Daniel's Harbour project consisting of 243 claims covering an area of 6075 hectares located in coastal Western Newfoundland. The company was incorporated in 2005 and is headquartered in Toronto, Canada.
RP.V	Replicel Life Sciences Inc	2	1	2	clojure.lang.LazySeq@49d3d0f	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@7cf0a541	RepliCel Life Sciences Inc., a regenerative medicine company, focuses on developing autologous cell therapies that treat functional cellular deficits. Its treatments use autologous cell therapy, which isolates an individual's own cells from harvested tissues and growing more in controlled conditions in a laboratory. The company's product candidates include RCT-01, which has completed Phase I clinical trials for the treatment of chronic tendinosis; RCS-01 that has completed Phase I clinical trials to treat aging and sun damaged skin; and RCH-01, which is in Phase II clinical trials for the treatment of hair loss. It is also developing RCI-02, a dermal injection device. The company has collaboration and technology transfer agreement with YOFOTO (China) Health Industry Co. Ltd. for establishing a clinical research program to develop and commercialize RCS-01 and RCT-01; and collaboration and technology transfer agreement with Shiseido Company, Limited for establishing a clinical research program for RCH-01. RepliCel Life Sciences Inc. is headquartered in Vancouver, Canada.
WMR.V	Westminster Resources Ltd	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Westminster Resources Ltd., an exploration stage company, acquires, explores for, and develops mineral properties in Canada and Peru. It primarily explores for copper, gold, silver, iron, and molybdenum deposits. The company holds a 100% interest in the Ilo Norte and Ilo Este copper properties located in Southern Peru. It also holds 50% interest in the La Ronge project, which includes two mineral claims located in central Saskatchewan. The company was incorporated in 2005 and is headquartered in Vancouver, Canada.
RPP.V	Regent Pacific Properties Inc	2	0	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@ff69dc2d	Regent Pacific Properties Inc. operates as a real estate development and investment company in Canada. The company invests in residential and commercial properties. Its portfolio consists of three-storey commercial office tower and attached single-storey bays with underground parking facility; and 15 residential apartment-style condominium units in a 119 unit condominium project located in Edmonton, Alberta. The company is headquartered in Edmonton, Canada.
RPX.V	Red Pine Exploration Inc	2	3	4	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@ba50ecbf	clojure.lang.LazySeq@b17a98f5	Red Pine Exploration Inc. engages in the acquisition, exploration, and development of mining properties in Canada. The company explores for gold, copper, zinc, lead, silver, and nickel deposits. Its flagship project is the Wawa Gold Project that consists of 34 unpatented and mining claims and 164 patented and leased mining claims covering an area of 5,582 contiguous hectares located to the east of the Town of Wawa in northern Ontario. The company was formerly known as Vencan Gold Corporation and changed its name to Red Pine Exploration Inc. in March 2009. Red Pine Exploration Inc. was founded in 1936 and is headquartered in Toronto, Canada.
RRI.V	Riverside Resources Inc	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Riverside Resources Inc., an exploration stage company, engages in the acquisition, exploration, and development of exploration and evaluation assets in North America. The company primarily explores for gold, silver, and copper deposits. It holds interests in the Oakes, Longrose, Pichette, and High Lake Greenstone Belt projects located in Canada; and the La Silla, Sandy, Tajitos, and Ariel projects located in Mexico. Riverside Resources Inc. was founded in 2006 and is headquartered in Vancouver, Canada.
RRS.V	Rogue Resources Inc	2	0	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@bffb786f	Rogue Resources Inc. operates as an exploration stage resource company in Canada. The company explores for silica, nickel, copper, platinum, and iron ore deposits. Its properties include the Snow White project in Ontario; the Silicon Ridge project comprising 8 contiguous mineral claims covering an area of 462.6 hectares located in central Quebec; the Radio Hill iron ore project covering an area of 1,800 hectares located to the southwest of Timmins, Ontario; and the Langmuir project comprising 74 contiguous unpatented mining claims covering an area of 13,841 hectares located to the south of South Porcupine, Ontario. It also has 100% interest in the Speiran Quarry located near the town of Orillia; and 85% interest in the Johnston Farm Quarry located to the northeast of the town of Bobcaygeon. The company was formerly known as Rogue Iron Ore Corp. and changed its name to Rogue Resources Inc. in December 2012. Rogue Resources Inc. was incorporated in 1985 and is headquartered in Toronto, Canada.
RSV.V	Resolve Ventures Inc	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Resolve Ventures Inc. engages in the acquisition, exploration, and development of resource properties in Canada. The company was incorporated in 1980 and is based in Vancouver, Canada.
RTM.V	Rt Minerals Corp	2	2	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@60183e1	clojure.lang.LazySeq@1	RT Minerals Corp., an exploration stage company, engages in the acquisition, exploration, and evaluation of gold and diamond properties in Canada. It also explores for base metals. The company's principal property is the Norwalk Gold Property comprising three unpatented mineral claims consisting of 29 units with a total area of 445 hectares located in Wawa, Ontario. RT Minerals Corp. was incorporated in 2007 and is headquartered in Vancouver, Canada.
RUM.V	Rocky Mountain Liquor Inc	2	0	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@37b028	Rocky Mountain Liquor Inc., through its subsidiary, Andersons Liquor Inc., owns and operates liquor stores in Canada. Its stores sell beer, wine, spirit, and ready to drink products, as well as ancillary items, such as juice, ice, soft drinks, and giftware. As of April 17, 2020, it owned and operated 28 private liquor stores. Rocky Mountain Liquor Inc. is headquartered in Edmonton, Canada.
RW.V	Renoworks Software Inc	2	0	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	RenoWorks Software Inc. develops and distributes digital visualization software for the renovation and new home construction sectors in the United States, Canada, and Europe. The company provides Renoworks FastTrack, a platform that helps contractors to reduce and eliminate time-consuming home visits by automatically generating accurate measurement reports, true-to-life visualizations, and 3D visuals; Web visualizer that enables customers to interact with building products and design their homes from anywhere; and Renoworks Product Configurator that allows customers to design building products, such as windows and doors with detail. It also offers Scene Builder, an interactive, engaging, and photo-realistic home visualizer solution to visualize design options and building products; product libraries, which showcases customer's product line; and mobile visualizer apps, as well as other home visualization software products. In addition, the company provides design, analytics, and integrations and application program interface services. It serves manufacturers, material suppliers, contractors and remodelers, marketing agencies, builders, and homeowners. The company is based in Calgary, Canada.
WRI.V	Waseco Resources Inc	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Waseco Resources Inc., an exploration stage company, engages in the acquisition and exploration of mineral properties. It mainly explores for gold deposit. The company holds interest in the Battle Mountain Ridge project with 29 claims located in Lander County, Nevada. It also holds interests in exploration prospects located in Quebec, Canada; and holds 5% interest in a diamond exploration project located in the Attawapiskat region of Northern Ontario. Waseco Resources Inc. is based in Toronto, Canada.
WRR.V	Walker River Resources Corp	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Walker River Resources Corp., an exploration stage company, engages in the identification, exploration, and evaluation of mineral properties in Canada. Its flagship property is the 100% owned Lapon Canyon gold project with 132 claims located in Nevada. The company was formerly known as Rhino Exploration Inc. and changed its name to Walker River Resources Corp. in March 2013. Walker River Resources Corp. was incorporated in 2010 and is headquartered in Vancouver, Canada.
WSK.V	Wildsky Resources Inc	2	3	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@940223b6	clojure.lang.LazySeq@8960648f	Wildsky Resources Inc., through its subsidiary, Cassiar Gold Corp., engages in the acquisition, exploration, and development of mineral properties in Canada. Its principal project is the Cassiar gold project, which comprises the Table Mountain and Taurus properties, including 217 mineral claims and 2 placer claims covering an area of approximately 58,900 hectares that is located in northern British Columbia. The company was formerly known as China Minerals Mining Corporation and changed its name to Wildsky Resources Inc. in August 2018. Wildsky Resources Inc. was incorporated in 2006 and is based in Vancouver, Canada.
RZE.V	Razor Energy Corp	2	2	1	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@354d8771	clojure.lang.LazySeq@7bfc1ec7	Razor Energy Corp. engages in the acquisition, exploration, development, and production of oil and natural gas properties in Alberta. As of December 31, 2019, it operated assets in the Swan Hills area covering 199,200 gross acres of total land and the Kaybob area covering 89,440 gross acres of total land located in the west central Alberta, as well as the District South area covering 79,902 gross acres of total land located in the southern Alberta. The company is headquartered in Calgary, Canada.
RZZ.V	Abitibi Royalties Inc	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Abitibi Royalties Inc. engages in exploring, evaluating, and promoting mineral properties and other projects in Canada. Its flagship royalty is 3% net smelter return royalty located on the eastern portion of the Canadian Malartic mine, which includes the East Malartic, Odyssey, Sladen, Sheehan, Jeffrey, Barnat Extension, Gouldie Zone, and the Charlie Zone. The company was incorporated in 2010 and is headquartered in Val-d'Or, Canada.
SAG.V	Sterling Metals Corp	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Sterling Metals Corp. engages in the acquisition, exploration, and development of mineral properties in Canada. The company explores for uranium and rare-earth minerals. Its flagship project is the Butt Township property that consists of 133 mineral claims covering an area of approximately 1,621 hectares in Butt Township, Ontario. The company was formerly known as Latin American Minerals Inc. and changed its name to Sterling Metals Corp. in November 2020. Sterling Metals Corp. was incorporated in 2003 and is headquartered in Toronto, Canada.
WTR.V	Westcore Energy Ltd	2	0	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@7bfc1ec7	Westcore Energy Ltd. engages in the acquisition, exploration, and development of resource properties in Western Canada. The company was incorporated in 2007 and is headquartered in Saskatoon, Canada.
SAO.V	South Atlantic Gold Inc	2	4	1	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@29c24b61	clojure.lang.LazySeq@77143fab	South Atlantic Gold Inc., an exploration company, engages in the acquisition and development of mineral properties located in the Americas. The company explores for gold and copper deposits. Its flagship assets include the Big Kidd property covering approximately 4,056 hectares located near Aspen Grove, British Columbia, Canada; and the Pedra Branca project located 280 km inland from Fortaeza, Ceara State, Brazil. The company was formerly known as Jiulian Resources Inc. and changed its name to South Atlantic Gold Inc. in November 2020. South Atlantic Gold Inc. was incorporated in 2006 and is based in Kelowna, Canada.
