symbol	company	yayk	nayk	mayk	yay	nay	may	desc
LJ3.SI	Overseas Union Enterprise Ltd	0	2	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e99f0a7	clojure.lang.LazySeq@11c0e92	OUE Limited, an investment holding company, develops, owns, and operates various real estate properties in Singapore, the People's Republic of China, the United States, Japan, and internationally. The company operates through Property Investments, Hospitality, Property Development, Healthcare, and Consumer segments. It develops and manages assets across the commercial, hospitality, retail, residential, and healthcare sectors. The company also engages in the rental of investment properties; development and sale of residential and other properties; operation of hotels; provision of hotel management services; management of real estate investment trusts; and operation of food and beverage outlets. In addition, it develops medical real estate, healthcare-related assets, and integrated mixed-use developments; provides healthcare services; and management of healthcare investments trusts. Further, the company is involved in the restaurant and investment trading operations; and operation and management of healthcare facilities, including 12 nursing homes. The company was formerly known as Overseas Union Enterprise Limited and changed its name to OUE Limited in August 2013. The company was incorporated in 1964 and is based in Singapore. OUE Limited is a subsidiary of OUE Realty Pte. Ltd.
LUY.SI	Raffles Infrastructurehldgsltd	0	2	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@7c20aaa1	clojure.lang.LazySeq@1	Raffles Infrastructure Holdings Limited, an investment holding company, invests in infrastructure projects in the People's Republic of China. It invests in, finances, constructs, and operates infrastructure projects under the public private partnership model. The company was formerly known as China Fibretech Ltd. and changed its name to Raffles Infrastructure Holdings Limited in May 2018. Raffles Infrastructure Holdings Limited was founded in 1995 and is headquartered in Singapore.
M03.SI	Miyoshi Precision Limited	0	2	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@5ad1e40a	clojure.lang.LazySeq@1	Miyoshi Limited, together with its subsidiaries, designs and manufactures mold and precision pressed parts, and trades in related products. The company operates through four segments: Data Storage, Consumer Electronics, Automotive, and Rental. The Data Storage segment manufactures metal semi-finished components for hard disk drives and removable storage devices. The Consumer Electronics segment offers metal semi-finished components for photocopiers, scanners, and printers. The Automotive segment provides finished products of light electric vehicles, as well as semi-finished metal components for motor vehicles. The Rental segment offers properties on rent. The company also engages in the metal stamping, fabrication of parts and components of machine tools, and plastic injection molding activities; trading of machines; and manufacturing of consumer electronics, as well as provides cold storage services. It operates in the Philippines, the People's Republic of China, Thailand, Mexico, Hungary, Malaysia, Singapore, and internationally. The company was formerly known as Miyoshi Precision Limited and changed its name to Miyoshi Limited in December 2014. Miyoshi Limited was founded in 1987 and is headquartered in Singapore.
M04.SI	Mandarin Oriental Intl Ltd	0	0	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Mandarin Oriental International Limited, together with its subsidiaries, owns and operates hotels, resorts, and residences in Asia, Europe, the Middle East, Africa, and the Americas. The company operates 33 hotels and seven residences in 23 countries and territories. It is also involved in the hotel and residences branding, and management; and property development activities. The company was founded in 1963 and is based in Quarry Bay, Hong Kong. Mandarin Oriental International Limited is a subsidiary of Jardine Strategic Holdings Limited.
M11.SI	Mfg Integration Technology Ltd	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@15333e7e	Manufacturing Integration Technology Ltd, an investment holding company, designs, develops, manufactures, and distributes automated equipment for semiconductor and other industries in Singapore, China, Europe, the United States, and other countries in Asia. The company operates through Built-To-Print and Customised Automation segments. It also offers contract equipment manufacturing services; manufactures and repairs lifting and handling equipment; and components for electronic and semiconductor industries. The company was founded in 1989 and is headquartered in Singapore. Manufacturing Integration Technology Ltd is a subsidiary of MIT Technologies Pte Ltd.
M14.SI	Innotek Limited	0	4	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@edea59ca	clojure.lang.LazySeq@1	InnoTek Limited, an investment holding company, operates as a precision metal components manufacturer in Singapore, the People's Republic of China, and Thailand. Its Precision Components and Tooling Segment provides stamping components, and tooling design and fabrication services to automotive components, office automation, and consumer electronics products industries. This segment also offers die making services to manufacturers. Its Precision Machining segment engages in the machining of products for the TV and office automation industries; and provision of metal-related components for customers in TV, tablet, and mobile-phone industries. The company also provides metal stamping and sub-assembly of stamped components, as well as tooling and plastic injection products. The company was formerly known as Magnecomp International Limited and changed its name to InnoTek Limited in November 2007. InnoTek Limited was incorporated in 1995 and is based in Singapore.
M15.SI	Matex International Limited	0	1	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@307ac48	clojure.lang.LazySeq@1	Matex International Limited engages in the formulation, manufacture, and sale of specialty chemicals worldwide. The company offers dyestuffs, auxiliaries, textile chemicals, optical brighteners, and color measurement and computer aided systems. It is also involved in the import, export, and wholesale of garments, textile products, and chemical products. The company serves textile, paper, leather, detergent, and polymer industries. Matex International Limited was founded in 1989 and is headquartered in Singapore.
M1GU.SI	Sabana Shari'ah Compliant Reit	0	0	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e6af9701	Sabana REIT was listed on the SGX-ST on 26 November 2010. It was established principally to invest in income-producing real estate used for industrial purposes, as well as real estate-related assets, in line with Shari'ah investment principles. As at 30 June 2020, Sabana REIT has a diversified portfolio of 18 properties in Singapore, in the high-tech industrial, warehouse and logistics, chemical warehouse and logistics, as well as general industrial sectors. The total assets of the Group amount to approximately S$0.9 billion as at 30 June 2020. Sabana REIT is listed in several indices within the SGX S-REIT Index, Morgan Stanley Capital International, Inc (MSCI) Index and FTSE index. Sabana REIT is one of the constituents of the FTSE ST Singapore Shariah Index. Sabana REIT is managed by Sabana Real Estate Investment Management Pte. Ltd. (in its capacity as the Manager of Sabana REIT) in accordance with the terms of the trust deed dated 29 October 2010 (as amended). Sabana REIT is a real estate investment trust constituted on 29 October 2010 under the laws of Singapore.
M44U.SI	Mapletree Logistics Trust	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@47d3c77f	Mapletree Logistics Trust (Â“MLTÂ”) is Singapore's first Asia-focused logistics real estate investment trust. Listed on the Singapore Exchange Securities Trading Limited in 2005, MLT invests in a diversified portfolio of quality, well-located, income producing logistics real estate in Singapore, Hong Kong SAR, Japan, China, Australia, South Korea, Malaysia and Vietnam.
MT1.SI	Dragon Group Intl Limited	0	1	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@86da3fbe	Dragon Group International Limited, an investment holding company, imports, exports, retails, and trades in electronic components and test consumables in Singapore, Greater China, the United States, and internationally. The company also operates as a commission agent for equipment, materials, and electronic components; supplies semiconductor equipment, materials, and tools; and develops and manages mixed-used properties. In addition, it is involved in various activities, such as construction of antique wooden sea boats, communication of culture, exhibition and conference, etc. The company was formerly known as Flextech Holdings Limited and changed its name to Dragon Group International Limited in 2007. Dragon Group International Limited was founded in 1990 and is headquartered in Singapore.
MU7.SI	Dbs S$800m 4.7% Ncps	0	0	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	DBS Bank Ltd. provides various commercial banking and financial services primarily in Asia. The company's Consumer Banking/Wealth Management segment offers individual customers with range of banking and related financial services, including current and savings accounts, fixed deposits, loans and home finance, cards, payments, and investment and insurance products. Its Institutional Banking segment provides financial services and products to institutional clients, such as bank and non-bank financial institutions, government-linked companies, large corporates, and small and medium sized businesses. This segment offers various products and services comprising short-term working capital financing and specialized lending services; global transactional services, such as cash management, trade finance, securities and fiduciary, corporate finance, and advisory banking services; capital markets solutions; and treasury and markets products. The company's Treasury Markets segment engages in structuring, market-making, and trading across a range of treasury products. The company was founded in 1968 and is headquartered in Singapore. DBS Bank Ltd. operates as a subsidiary of DBS Group Holdings Ltd.
N01.SI	Neratelecommunications Ltd	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d2f1e47d	clojure.lang.LazySeq@270fd73f	Nera Telecommunications Ltd designs, engineers, sells, distributes, installs, services, and maintains telecommunication systems and products in transmission networks and satellite communications, and information technology networks in Singapore, Malaysia, Philippines, Indonesia, Thailand, Pakistan, Morocco, Europe, Middle East, Africa, and internationally. It operates through two segments, Wireless Infrastructure Networks (WIN) and Network Infrastructure (NI). The WIN segment provides wireless infrastructure network solutions, including in-building, outdoor coverage enhancement, RF access network optimization, benchmarking, and microwave solutions, as well as 3G/4G/LTE base stations and 5G-ready solutions. It serves clients in a range of sectors, such as service providers, ISPs, broadcasters, enterprises, government organizations, offshore, and utilities. The NI segment offers cloud solutions; cybersecurity products, including firewalls, intrusion prevention systems, and encryption products, as well as security information and event management, and privilege access management products; and security assessment services. It also provides intent-based networking products; carrier-grade optical network solutions, including long haul systems, metro DWDM applications, optical multi-service platforms, and mobile front-haul solutions to serve mobile backhaul, business services, DC interconnection, and edge aggregation; and content creation, acquisition, and IP video transport solutions, as well as encoders/multiplexers, and transmission and network management systems to broadcasters and service providers. In addition, this segment offers automated solutions to navigate and manage services across multi-cloud infrastructure; and consulting services to identify automation governance model, change management plan, and deployment strategy. The company was incorporated in 1978 and is headquartered in Singapore. Nera Telecommunications Ltd is a subsidiary of Asia Systems Ltd.
N02.SI	Nsl Ltd.	0	7	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@abf6c7f9	clojure.lang.LazySeq@5ead63b2	NSL Ltd, an investment holding company, manufactures and sells building materials, refractory materials, and road stones in Singapore, Malaysia, the United Arab Emirates, Finland, Germany, and internationally. It operates through Precast & Prefabricated Bathroom Unit (PBU), Environmental Services, and Investment Holding & Others segments. The company designs, manufactures, supplies, and delivers precast concrete components for building and infrastructure; and PARMA PBU's, as well as cabins for ships and buildings, and marine fire doors. It also collects, manages, recovers, and disposes marine, oily/toxic, and industrial waste. In addition, the company offers other oil-and-chemical services, including cleaning and maintenance of oil interceptors, grease traps, and storage tanks; waste management consultancy; tank rental; and other waste recovery and environmental pollution control projects. Further, it engages in the treatment and recovery of waste oil and oily slops; trading of diesel oil and oil products; disposal of oil and chemical wastes; and ownership and management of Raffles Marina club. The company was incorporated in 1961 and is headquartered in Singapore. NSL Ltd is a subsidiary of 98 Holdings Pte. Ltd.
N08.SI	New Toyo Int Hldgs Ltd	0	3	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@5dc16a16	clojure.lang.LazySeq@96c5293	New Toyo International Holdings Ltd, an investment holding company, produces and sells specialty packaging materials in Hong Kong, Vietnam, Singapore, Indonesia, Malaysia, Australia, Dubai, and China. It operates through Specialty Papers, Printed Cartons and Labels, Trading, Tissue paper, and Investment Holding segments. The company offers laminated aluminum foil papers, coated paper and metallized papers, and laminated metalized polyethylene teraphthalate boards for cigarette packaging, food, beverages, wine and liquor, tissue boxes, cosmetic packaging, and gift-wrapping applications; and paper cones, paper plates, and paper cups. It also provides gravure and offset printed materials for fast-moving consumer goods, such as cigarette cartons, cereal boxes, and beer labels. In addition, the company engages in the procurement of tobacco packaging related materials; manufacture of corrugated recycled cartons and sheets for general packaging in fast-moving consumer goods industries; manufacture of tissue papers comprises jumbo rolls; trading of paper products, machinery, and spares and equipment; and production and sale of electric motorcycles, electric scooters, and electric bicycles. Further, it invests in commercial properties, residential apartments, factories, and industrial and warehouse buildings. The company was founded in 1975 and is headquartered in Singapore.
N0Z.SI	Combine Will Intl Hldgs Ltd	0	2	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@5ad1e40a	clojure.lang.LazySeq@86da3fbe	Combine Will International Holdings Limited, an investment holding company, operates as an original design manufacturer (ODM)/original equipment manufacturer (OEM) of corporate premiums, toys, and consumer products. The company operates through three divisions: ODM/OEM; Moulds and Tooling; and Trading. It also manufactures plastic injection and die-casting molds; and molds and tooling, as well as fixtures for the automobile, and consumer and household products industries. In addition, the company distributes machinery and precision tools for the manufacture of molds, die-cast, and automobile products; and manufactures electronics parts. Combine Will International Holdings Limited operates in Asia, the Middle East, the United States, and Europe. The company was founded in 1992 and is based in Dongguan, the People's Republic of China. Combine Will International Holdings Limited is a subsidiary of HL Bank Nominees (Singapore) Pte Ltd.
N2IU.SI	Mapletree Commercial Trust	0	0	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@b99f06ad	Mapletree Commercial Trust is a Singapore-focused real estate investment trust (Â“REITÂ”) that invests on a long-term basis, directly or indirectly, in a diversified portfolio of income-producing real estate used primarily for office and/or retail purposes, whether wholly or partially, in Singapore, as well as real estate related assets. MCT's portfolio comprises VivoCity, MBC, PSA Building, Mapletree Anson and MLHF. These five assets have a total NLA of 5.0 million square feet with a total value of S$8.7 billion.
N32.SI	Nippecraft Limited	0	0	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Nippecraft Limited, together with its subsidiaries, provides business and lifestyle stationery products. It operates in two segments, Stationery Business and Trading Business. The Stationery Business segment engages in the design, development, manufacture, distribution, and trading of diaries/planners, journals, notebooks, organizers and refills, compendiums/conference folders, calendars, and other stationery products for the office, home, or school environment under the Collins and Debden brands. The Trading Business segment is involved in trading and sourcing recycled waste, chemicals, papers, paper bags, pulp, and other related materials; and supplies paper based stationery products. The company operates in the Asia Pacific, Europe, and internationally. Nippecraft Limited was founded in 1977 and is headquartered in Singapore.
NPW.SI	Malaysia Smelting Corp Bhd	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@8960648f	Malaysia Smelting Corporation Berhad, an investment holding company, engages in smelting tin concentrates and tin bearing materials in Malaysia. It operates through three segments: Tin Smelting, Tin Mining, and Others. The company also produces, sells, and delivers refined tin metal and by-products under the MSC brand name; explores and mines tin; and invests in other metal and mineral resources. In addition, it engages in tin warehousing; and properties holding and rental businesses. The company was founded in 1887 and is headquartered in Port Klang, Malaysia. Malaysia Smelting Corporation Berhad is a subsidiary of The Straits Trading Company Limited.
NR7.SI	Raffles Education Corp Ltd	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@5a3f7181	Raffles Education Corporation Limited, an investment holding company, provides education and related services in ASEAN, North Asia, South Asia, Australasia, and Europe. It operates through Education, Education Facilities Rental Service, and Real Estate Investment & Development segments. The company provides degree, diploma, and full-time certificate programs in design and business-oriented disciplines, pre-tertiary education, and K12 curriculum. In addition, it operates Raffles University Iskandar; Tianjin University of Commerce Boustead College; Raffles American School that offers American K-12 education; and Oriental University City campus. Further, it engages in education facilities leasing and commercial leasing activities for supporting facilities; and real estate investment and development activities. Additionally, the company offers education supporting, and business and management consultancy services. It operates through a network of 22 colleges/universities in 20 cities across 12 countries. Raffles Education Corporation Limited was founded in 1990 and is based in Singapore.
O08.SI	Ossia International Ltd	0	1	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@308081	Ossia International Limited, an investment holding company, imports, distributes, and retails apparel, sporting goods, footwear, accessories, bags, and golf products in the Asia Pacific region. It serves customers through a network of approximately 1,300 channels/outlets. The company was founded in 1982 and is based in Singapore.
O39.SI	Oversea-chinese Banking Corp	0	1	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@1	Oversea-Chinese Banking Corporation Limited provides financial services in Singapore, Malaysia, Indonesia, Greater China, other parts of the Asia Pacific, and internationally. The company's Global Consumer/Private Banking segment provides products and services to individual customers, including checking accounts, and savings and fixed deposits; housing and other personal loans; credit cards; wealth management products consisting of unit trusts, banc assurance products, and structured deposits; and brokerage services. This segment also offers investment advice and portfolio management, estate and trust planning, and wealth structuring services for high net worth individuals. Its Global Corporate/Investment Banking segment provides project financing, overdrafts, trade financing, and deposit accounts; fee-based services, such as cash management and custodian services; investment banking services, including financing solutions, syndicated loans and advisory services, corporate finance services for initial public offerings, secondary fund-raising, and takeovers and mergers; and customized and structured equity-linked financing services. This segment serves corporates, public sector, and small and medium enterprises. The company's Global Treasury and Markets segment is involved in the foreign exchange activities, money market operations, and fixed income and derivatives trading, as well as provision of structured treasury products and financial solutions. Its OCBC Wing Hang segment offers commercial banking, consumer financing, share brokerage, and insurance services. The company's Insurance segment provides fund management services, and life and general insurance products. Its Others segment is involved in property and investment holding activities. The company has approximately 540 branches and representative offices in 19 countries and regions. Oversea-Chinese Banking Corporation Limited was founded in 1912 and is headquartered in Singapore.
O9E.SI	Parkson Retail Asia Limited	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@ff69dc2d	Parkson Retail Asia Limited, an investment holding company, operates department stores and apparel outlets primarily in Malaysia, Vietnam, Indonesia, and Myanmar. Its stores offer merchandise, including fashion apparel and household goods. The company is also involved in the operation of bakeries; and merchandising activities. In addition, it operates shopping centers, and food and beverage outlets; and provides fashion products under private label brands, as well as agency apparel lines of various international brands. Further, the company trades in apparel and consumer products; distributes and sells fragrance and beauty care products; and provides management and consulting services on real estate, business, and marketing in relation to department stores. As of June 30, 2020, it operated 61 department stores. The company was founded in 1987 and is based in Singapore. Parkson Retail Asia Limited is a subsidiary of East Crest International Limited.
OAJ.SI	Fortress Minerals Limited	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@ff6f0dc1	Fortress Minerals Limited, an investment holding company, engages in the exploration, mining, production, and sale of iron ore concentrates. The company holds interests in the Bukit Besi mine that covers a total area of approximately 526 hectares located in Terengganu, Malaysia. It is also involved in the wholesale trade of various goods; transportation of iron ore and minerals; rental of transport equipment and vehicles; extraction, dredging, and dealing of industrial sand; acquisition of mines, mining rights, metalliferous land, and quarries; and provision of supporting services for transport equipment and vehicles. The company sells its iron ore concentrate primarily to steel mills in Malaysia. It also exports its products to the People's Republic of China. Fortress Minerals Limited was incorporated in 2017 and is based in Petaling Jaya, Malaysia.
OTX.SI	Medinex Limited	0	3	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@b6154f62	clojure.lang.LazySeq@1	Medinex Limited, an investment holding company, provides professional medical support and consultancy services to medical clinics in Singapore. The company operates through three segments: Medical Support Services, Business Support Services, and Pharmaceutical Services. Its medical support services include overseeing the setting up of clinics; and facilitating applications for relevant clinic licenses. The company also provides business support services, such as accounting and tax agent services, human resource management services, and corporate secretarial services. In addition, it offers pharmaceutical services, such as assistance in procuring medical and pharmaceutical products, as well as business support services to companies outside of the healthcare industry. It primarily serves general practitioners and specialists; and clients in various industries, including food and beverage, retail, education, and beauty industries. The company was incorporated in 2009 and is based in Singapore.
OXMU.SI	Prime Us Reitusd	0	0	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@f9574052	Prime US REIT (Â“PRIMEÂ”) is a diversified Singapore real estate investment trust ("REIT") with a focus on stabilised income-producing office assets in the United States ("U.S."). PRIME offers investors a unique exposure to a high-quality portfolio of 12 prime and freehold office properties, strategically located in ten primary markets in the U.S., with a total appraised value of US$1.42 billion. With a geographically diversified portfolio of strategically-located prime office assets in key U.S. office markets, PRIME is well-positioned to achieve its key objectives to provide Unitholders with regular and stable distributions through long-term growth in distributions per unit and net asset value per unit growth while maintaining an appropriate capital structure.
OYY.SI	Propnex Limited	0	0	6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@c2437081	PropNex Limited provides real estate services in Singapore and internationally. It operates through five segments: Real Estate Agency Services, Real Estate Project Marketing Services, Administrative Support Services, Property Management Services, and Training Services. The Real Estate Agency Services segment engages in the sale and lease of public and private residential and commercial/industrial properties, including housing and development board flats and executive condominiums, private condominiums, landed properties, retail shops, offices, and factories. The Real Estate Project Marketing Services is involved in the sale of new private residential development projects for third-party property developers. The Administrative Support Services provides space and other ancillary services. The Property Management segment offers property management, building diagnostics, and facility management solutions, including property, M&E and facility maintenance, communal and lifestyle services, security management, defects resolution, project management, absentee landlord management system, contractors' accreditation, and facility management system. The Training Services segment offers real estate related courses and training programs to salespersons. The company was founded in 1996 and is headquartered in Singapore. PropNex Limited is a subsidiary of P&N Holdings Pte. Ltd.
P15.SI	Pacific Century Regional Devts	0	0	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Pacific Century Regional Developments Limited, an investment holding company, provides business management and consultancy services. It holds interests in the telecommunications, media, IT solutions, logistics, and property development and investment businesses in the Asia-Pacific region. The company was formerly known as Seapower Asia Investments Limited and changed its name to Pacific Century Regional Developments Limited in November 1994. The company was incorporated in 1963 and is headquartered in Singapore. Pacific Century Regional Developments Limited is a subsidiary of Pacific Century Group (Cayman Islands) Limited.
P34.SI	Petra Foods Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@206c4b41	Delfi Limited, an investment holding company, manufactures and distributes chocolate confectionery products in Indonesia, the Philippines, Malaysia, Singapore, and internationally. Its products include molded chocolates, dragees, enrobed wafers, biscuits, chocolate spreads, baking condiments, and beverages. The company also distributes a range of food, healthcare, and other consumer products, including agency brands; and provides management consulting and administrative services. It markets its products under the Delfi, SilverQueen, Van Houten, Ceres, TOP, Selamat, Goya, and Knick Knacks brand names through hypermarkets, supermarkets, wholesalers, and chain stores. The company was formerly known as Petra Foods Limited and changed its name to Delfi Limited in May 2016. Delfi Limited was founded in 1984 and is headquartered in Singapore.
P36.SI	Pan Hong Property Group Ltd	0	1	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@1	Pan Hong Holdings Group Limited, an investment holding company, engages in the development of residential and commercial properties in the second and third-tier cities in the People's Republic of China. It is also involved in the operation and management of hotels; investment management activities; provision of property consultation services; and general trading and consultancy services businesses. The company was formerly known as Pan Hong Property Group Limited and changed its name to Pan Hong Holdings Group Limited in September 2015. The company was incorporated in 2005 and is headquartered in Hunghom, Hong Kong. Pan Hong Holdings Group Limited is a subsidiary of Extra Good Enterprises Limited.
P52.SI	Pan-united Corporation Ltd	0	3	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@304d748c	clojure.lang.LazySeq@9be7852b	Pan-United Corporation Ltd, an investment holding company, engages in the concrete and logistics businesses in Singapore, China, and internationally. The company operates through three segments: Concrete and Cement, Trading and Shipping, and Others. It manufactures, trades in, and supplies cement, granite, and ready mixed concrete, as well as supplies refined petroleum products to the construction and marine industries. The company also engages in coal and general trading, as well as basic building materials manufacturing and trading activities; and bulk shipping and agency operations. In addition, it is involved in the production of asphalt; building and repairing of roadways; and quarry operations, as well as the provision of software consultancy, information technology, and computer services. Pan-United Corporation Ltd was founded in 1958 and is headquartered in Singapore.
P74.SI	China Kangda Food Company Ltd	0	14	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@c016af97	clojure.lang.LazySeq@5ead63b2	China Kangda Food Company Limited, an investment holding company, produces, processes, sells, and distributes food products in the People's Republic of China. The company operates through Processed Food Products, Chilled and Frozen Rabbit Meat, Chilled and Frozen Chicken Meat, and Other Products segments. It offers processed food products, including instant soups, chicken-based cooked products, curry and roasted rabbit food products, meatballs, de-oxygenated consumer packed chestnuts, and seafood. The company also provides other products, such as pet food products, dehydrated vegetables, poultry products, rabbit organs, fruits, dried chili and pig liver products, seasonings, and healthcare products; and breeds and sells livestock, poultry, and rabbits. In addition, it operates as an original equipment manufacturer of various processed foods; trades in food products; and offers consultancy services. Further, the company engages in testing and checking livestock. It also exports its products to Japan, the United Arab Emirates, Germany, France, Spain, Russia, and internationally. The company was founded in 1992 and is headquartered in Qingdao, the People's Republic of China. China Kangda Food Company Limited is a subsidiary of Zenith Hope Limited.
P9D.SI	Civmec Limited	0	4	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@90a1e8c	clojure.lang.LazySeq@d0600b6d	Civmec Limited, an investment holding company, provides construction and engineering services to the oil and gas, metals and minerals, infrastructure, and marine and defense. It undertakes fabrication projects, such as structural steel, plate works, tanks, vessels, materials handling equipment, subsea and offshore structures, and pipe spooling services. The company also offers modularization services; shipbuilding services; site civil works, including earthworks, reinforcing steel works, formworks, concrete placement, backfill and compaction to final handover, and underground services; and reinforced concrete products comprising prestressed beams, parapets, structural foundations, caissons, floor slabs and retaining walls, suspended slab sections, purpose-built facilities, breakwater systems, fascia and noise wall panels, conventional reinforced girders, transfloor panels, tunnel segments, and bridge beams. In addition, the company undertakes structural, mechanical, piping, and electrical instrumentation projects consisting of structural assembly and erection, mechanical installations and alignments, piping installation and pre-commissioning support, site welding, tanks, and equipment; and provides electrical and instrumentation solutions, such as electrical infrastructure works, including substations, switch rooms, switchyards, and site reticulation, as well as electrical maintenance services. Further, it offers industrial insulation services, including sheet metal and light gauge fabrication, fireproofing, surface treatment, site installation, and processing and forming technology; integrated supply chain solutions to the onshore and offshore drilling industry; maintenance; access solutions, such as scaffolds, fabricated platforms, rope access, and tension netting systems; and executes refractory projects. Civmec Limited was founded in 2009 and is headquartered in Perth, Australia.
PA3.SI	Ta Corporation Ltd	0	2	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@6e72bc04	clojure.lang.LazySeq@1	TA Corporation Ltd, an investment holding company, operates in the property and construction business. It provides various construction services that cover structural, architectural, mechanical, and electrical works, as well as interior fitting-out works, external works, and landscaping activities. The company also designs, installs, and maintains air conditioning and mechanical ventilation systems; offers general engineering services, and concrete precast components; and sells construction materials. In addition, it engages in the fabrication of metal frameworks; erection of building structural steels; leasing of construction machinery; and provision of training and testing services for construction workers. Further, the company engages in the development of residential and commercial projects; and provision of project management services. Additionally, it is involved in the rental or/and management of investment properties, including workers' dormitories, commercial units, and industrial properties; and sale and distribution of petroleum based lubricant products, automotive tires, and commercial vehicles. The company was founded in 1972 and is based in Singapore.
PH0.SI	Hatten Land	0	1	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@330633	clojure.lang.LazySeq@1	Hatten Land Limited engages in the property development activities in Malaysia and Singapore. The company primarily develops residential, hotel, and commercial properties. It is also involved in the provision of management, marketing, and development consultancy services, as well as management consultancy/business and project advisory and consultancy services; management and leasing of mall; and development of software, programming activities, and e-commerce applications. Hatten Land Limited is headquartered in Malacca City, Malaysia. Hatten Land Limited is a subsidiary of Hatten Holdings Pte Ltd.
Q01.SI	Qaf Ltd	0	3	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d6fcecbb	clojure.lang.LazySeq@af1ca97f	QAF Limited, an investment holding company, manufactures and distributes bread, bakery, and confectionery products in Australia, the Philippines, Singapore, Malaysia, and internationally. It operates through four segments: Bakery, Primary Production, Distribution and Warehousing, and Investments and Others. The company is also involved in the production, processing, and marketing of meat; feedmilling and sale of animal feeds and related ingredients; trading and distribution of food and beverage products; operation of cold storage warehouse; and provision for warehousing logistics services for food items. In addition, it operates as a purchasing agent for bread, confectionery, and bakery products; manufactures kaya and related products; processes and wholesales pig meat; and leases investment properties, as well as offers various bread spreads under the Cowhead and Auntie Rosie's brand names. The company was formerly known as Ben and Company Limited and changed its name to QAF Limited in 1984. QAF Limited was incorporated in 1958 and is based in Singapore.
Q0F.SI	Ihh Healthcare Berhad	0	2	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1aeccb31	clojure.lang.LazySeq@ff69dc2d	IHH Healthcare Berhad, an investment holding company, provides healthcare services. It provides primary care services, such as treatment of basic illnesses, routine check-ups, and vaccinations. The company also offers secondary services, including specialist consultation, local surgeries, emergency care, laboratory, diagnostics, and acute treatment services; tertiary care services comprising specialist consultative care, advanced treatment or complex surgery, and inpatient care services; and quaternary care services consisting of complex surgeries, such as, organ transplants, neurosurgery, cardiac surgery, and reconstructive plastic surgery. In addition, it provides a range of ancillary services, including diagnostics, analytical laboratory testing, therapeutic radiology, physiotherapy, and integrated rehabilitation and advanced molecular diagnostics services. Further, the company offers medical education and real estate investment trust services. It operated approximately 15,000 licensed beds across 77 hospitals in 10 countries worldwide. The company was formerly known as Integrated Healthcare Holdings Berhad and changed its name to IHH Healthcare Berhad in April 2012. IHH Healthcare Berhad was incorporated in 2010 and is based in Kuala Lumpur, Malaysia.
