symbol	company	yayk	nayk	mayk	wyay	wnay	wmay	desc
PSTO	Powerstorm Holdings, Inc.	4	1	3	#{"solar" "renewable" "wind"}	#{"diesel"}	#{"energy"}	Powerstorm Holdings, Inc. focuses on developing and delivering turnkey power management and energy storage solutions worldwide. The company's products include modular energy storage solution, a containerized hybrid energy solution powered by solar and/or wind turbines that consists of a diesel generator/alternator combined with lithium ion battery-based system, which provides renewable off-grid power. It also offers zeroXess, an off-grid solar lighting kit for personal use in small house, humanitarian relief, disaster recovery, and camping applications. The company was formerly known as Powerstorm Capital Corporation and changed its name to Powerstorm Holdings, Inc. in February 2015. Powerstorm Holdings, Inc. was founded in 2011 and is based in Rancho Palos Verdes, California.
GCGX	Global Consortium Inc.	0	1	1	#{}	#{"mall"}	#{"Coconut"}	Global Consortium Inc. operates as a diversified cannabis holding company in Florida. It focuses on operating a cannabis mall that engages in cultivation, manufacturing, distribution, and delivery of THC and CBD distillates and edibles. The company is based in Coconut Creek, Florida.
RMISF	RM2 International S.A.	0	1	0	#{}	#{"upstream"}	#{}	RM2 International S.A. manufactures, sells, and leases shipping pallets, and provides related logistical services in Europe and North America. It offers BlockPal Bespoke, a composite material. The company focused on the supply of raw materials and components to manufacturers in upstream logistics market; and sale or rental of its pallets and their utilization in closed loop supply chains of its customers. It also provides pallet tracking and management software; and ERICA system that provide Â‘real time' equipment balances throughout supply chains. The company was founded in 2007 and is based in Luxembourg City, Luxembourg.
DUTV	Digital Utilities Ventures, Inc.	0	1	1	#{}	#{"TV"}	#{"Utilities"}	Digital Utilities Ventures, Inc., through its wholly owned subsidiary, Torq Communications, Inc., provides real time video transport system for the Internet. It offers The New Last Mile, a first live Internet to TV/cell phone broadcasting system. The company is headquartered in Fort Lauderdale, Florida.
IPSI	Innovative Payment Solutions, Inc.	0	1	0	#{}	#{"channels"}	#{}	Innovative Payment Solutions, Inc., together with its subsidiaries, provides physical and virtual payment services primarily in Mexico. The company offers an integrated network of kiosks, terminals, and payment channels that enable consumers to deposit cash, convert it into a digital form, and remit the funds to merchant in its network. As of December 31, 2018, it had deployed approximately 239 kiosks and terminals in convenience stores, next to metro stations, retail stores, municipalities' airport, education centers, and shopping malls, as well as small and rural towns; and serviced an additional 440 terminals of its independent distributors. The company was formerly known as QPAGOS and changed its name to Innovative Payment Solutions, Inc. in November 2019. Innovative Payment Solutions, Inc. is based in Calabasas, California.
ALEGF	Allegro.eu SA	1	1	0	#{"health"}	#{"automotive"}	#{}	Allegro.eu SA operates a go-to commerce platform for consumers in Poland. The company operates allegro.pl, an e-commerce marketplace that sell products in various categories, including automotive; home and garden; books, media, collectibles, and art; fashion and shoes; electronics; kids; health and beauty; sports and leisure; and supermarket. It also operates ceneo.pl, a multi-category price comparison site; and eBilet, an event ticket sales site facilitating the sale of a range of entertainment, cultural, family, and sports events. The company was formerly known as Adinan Super Topco S.a r.l. and changed its name to Allegro.eu SA in August 2020. Allegro.eu SA was incorporated in 2017 and is based in Luxembourg, Luxembourg.
SUNPF	Sun Peak Metals Corp.	1	1	1	#{"Canada"}	#{"gold"}	#{"mining"}	Sun Peak Metals Corp., a junior mining company, focuses on the exploration and discovery of gold and copper deposits. Its flagship project is the Shire project that comprises four exploration licenses, including Nefasit, Adi Dairo, Terer, and Meli covering approximately 900 square kilometers located in northern Ethiopia. The company was incorporated in 2016 and is headquartered in White Rock, Canada.
CPWR	Ocean Thermal Energy Corporation	4	1	3	#{"water" "renewable"}	#{"fish"}	#{"agriculture" "Energy"}	Ocean Thermal Energy Corporation develop projects for renewable power generation, desalinated water production, and air conditioning. The company produces electricity; fresh water for agriculture and human consumption; and desalinated water for potable, agricultural, and fish farming/aquaculture uses. Ocean Thermal Energy Corporation was founded in 1998 and is headquartered in Lancaster, Pennsylvania.
MNDP	Mundus Group, Inc.	4	1	2	#{"aerospace" "vertical" "environmental" "Environmental"}	#{"testing"}	#{"technology" "mining"}	Mundus Group, Inc., a development stage company, focuses on the design, development, production, and sale of aerospace technology products worldwide. The company provides vertical take off and landing vehicles, and unmanned air vehicles that are used in movie, documentary, and aerial cinematography industry; mining industries; fire emergency, search, and rescue industries; and surveillance, environmental testing, homeland security, border patrol, and government agencies. It also offers unmanned, remotely piloted aircraft. The company was formerly known as Mundus Environmental Products, Inc. Mundus Group, Inc. was founded in 1992 and is based in Las Vegas, Nevada.
CLNH	Clinigence Holdings, Inc.	4	1	2	#{"health" "wellness"}	#{"pharmacy"}	#{"technology" "United States"}	Clinigence Holdings, Inc., together with its subsidiaries, operates as a healthcare information technology company in the United States. The company operates a cloud-based platform that enables healthcare organizations to provide value-based care and population health management. Its platform also aggregates, integrates, and analyses clinical electronic health record (EHR) and claims data; clinical and quality reports, such as HEDIS, STAR, GPRO and MIPS; gaps in care reporting; risk-stratification of patients; predictive analytics; reporting of utilization metrics comprising Admits/1000, Beddays/1000, and ER Visits/1000; and pharmacy utilization analysis, as well as generates a dashboard for each physician that includes financial, quality, and utilization metrics. In addition, the company offers annual wellness visit and chronic care management services; and wearable devices for remote patient monitoring. Its platform is used in various health plans, hospitals, independent practice associations/medical groups, and accountable care organizations, as well as by physicians. Clinigence Holdings, Inc. was founded in 2018 and is headquartered in Atlanta, Georgia.
BNET	Bion Environmental Technologies, Inc.	8	1	5	#{"water" "renewable" "environmental" "Environmental" "systems"}	#{"animal"}	#{"technology" "energy" "United States"}	Bion Environmental Technologies, Inc. develops patented and proprietary technology that provides environmental solutions to water air and water quality problems and concentrated animal feeding operations (CAFOs) in the United States and internationally. The company's technology remediates environmental problems and improve operational/resource efficiencies through recovering co-products from the CAFOs' waste stream, including renewable energy and water, and nutrients comprising ammonia nitrogen and phosphorus. It focuses on the installation of its systems to retrofit and environmentally remediate existing CAFOs; development of waste treatment facilities; and licensing and/or joint venturing of its technology and applications. The company was founded in 1987 and is based in Old Bethpage, New York.
PTTTS	Palmetto Real Estate Trust	0	1	5	#{}	#{"grocery"}	#{"food" "Real Estate" "United States" "real estate"}	Palmetto Real Estate Trust operates as a real estate investment trust (REIT) in the United States. The trust owns, develops, and rents various commercial properties for restaurants, department stores, convenience food stores, grocery stores, and various other retail establishments. It owns and leases commercial properties throughout South Carolina, primarily in the Greenville, South Carolina. Palmetto Real Estate Trust qualifies as a REIT for federal income tax purposes. As a REIT, it would not be subject to federal income tax to the extent that it distributes at least 85% of its taxable income to its shareholders. The trust, formerly known as Palmetto Industrial Corporation, was founded in 1972 and is based in Greenville, South Carolina.
RBSY	Roboserver Systems Corp.	4	1	2	#{"Systems" "systems"}	#{"restaurant"}	#{"food" "utilities"}	RoboServer Systems Corp. develops self-serve and point-of sale technologies to the fast food and restaurant industries worldwide. Its systems are designed to work like ATM machines and self-checkout stands, allowing customers to place orders, pay, and go. It serves municipalities, utilities, restaurants, government agencies, service providers, equipment rental agencies, and other users of automated systems for payment processing, through cash, credit cards, debit cards, and gift cards; order-and-pay; and custom applications. The company, formerly known as Equity Thunder, Inc., was founded in 2000 and is based in Las Vegas, Nevada. RoboServer Systems Corp. operates as a subsidiary of AmeriResource Technologies, Inc.
EHOS	Ehouse Global, Inc.	4	1	2	#{"natural" "health" "vegetarian"}	#{"grocery"}	#{"energy" "Energy"}	Ehouse Global, Inc., a development stage company, develops and sells nutraceutical vitamins, supplements, and functional beverage products for the consumer packaged goods industry. Its products include Airarmor, a herbal cold and flu defense; Cal Mag Zinc, a multi-benefit mineral supplement; Electric Energy, a natural concentrated energy shot; Kids Daily, a daily multivitamin for children; Lemonade Detox, a lemonade cleansing diet formula; Liquid Vitamin D3, a multi-benefit daily supplement; LiquidDaily, a daily multivitamin for adults; Omega369, a multi-benefit vegetarian omega 3-6-9 complex; PreFade, a hangover prevention product; Restera, a sleep aid; Sportflex for joint health with antioxident superfruit; and Trimlite natural caffeine-free diet aid/fat burner. The company intends to offer its products to online retailers, grocery stores, pharmacies, convenience stores, and big box retailers. Ehouse Global, Inc. is based in San Diego, California.
SYNI	Synvista Therapeutics, Inc.	0	1	1	#{}	#{"drugs"}	#{"biopharmaceutical"}	Synvista Therapeutics, Inc., a product-based biopharmaceutical company, develops diagnostic tests and drugs to identify and treat diabetic patients at high risk for the development of cardiovascular disease. The company's products include ALT-2074, a glutathione peroxidase mimetic in Phase II clinical trials for the treatment of diabetic patients with Hp2-2; and Alagebrium chloride or alagebrium, an Advanced Glycation End-product Crosslink Breaker in Phase II clinical trials for the treatment of diastolic heart failure and diabetic nephropathy. It is also developing a diagnostic test to identify and treat patients with diabetes who are in risk of cardiovascular disease. The company, formerly known as Alteon, Inc., was founded in 1986 and is headquartered in Montvale, New Jersey.
ADMT	ADM Tronics Unlimited, Inc.	4	1	2	#{"water"}	#{"TV"}	#{"Australia" "United States"}	ADM Tronics Unlimited, Inc., together with its subsidiary, develops, manufactures, and sells electronics for non-invasive, electrotherapeutic, and diagnostic medical devices, veterinary, and other applications in the United States, Australia, Asia, and Europe. The company offers proprietary devices for use in diagnostics and therapeutics of humans and animals; and electronic controllers for spas and hot tubs. It also provides water-based primers and adhesives; water-based coatings and resins; water-based chemical additives; and anti-static conductive paints, coatings, and other products. In addition, the company offers water-based, adhesive, and related topical formulations for use in maxillofacial prosthetic medical applications; and for professional makeup applications primarily for film, TV, and theatrical productions. Further, it provides contract manufacturing services; and research, development, regulatory, and engineering services for the design, development, and manufacturing of medical devices, electronics, and other technologies and products. The company was founded in 1969 and is headquartered in Northvale, New Jersey.
FMFP	First Community Financial Corporation	0	1	1	#{}	#{"livestock"}	#{"real estate"}	First Community Financial Corporation operates as a bank holding company for Pennian Bank that provides various banking and financial services for residents and businesses in Pennsylvania. The company offers checking and savings accounts; and personal loans, home equity line of credits, and mortgage loans. It also provides business loans, such as business line of credit, commercial real estate loans, and improvement loans; agricultural loans comprising lines of credit, term loans, operating loans, livestock financing, farm purchase loans, and agricultural improvement loans; and professional practice loans, including financing options for professionals in the fields of healthcare, accounting, legal services, and veterinary practices. In addition, the company offers trust and investment services, such as portfolio account services; trust, financial, and retirement services, including estate planning and/or estate settlement, personal and charitable trusts, guardianship/power of attorney, investment management account agency, custodian, and retirement account services; account services and trust type comparison services; and advisory services. Further, it provides merchant, remote deposit capture, and automated clearing house services; online, mobile, and telephone banking services; and gift and debit cards. The company offers its products and services through twelve full service banking offices in Juniata and Perry Counties. First Community Financial Corporation was founded in 1864 and is based in Mifflintown, Pennsylvania.
AMOSF	Atomos Limited	0	1	1	#{}	#{"travel"}	#{"Australia"}	Atomos Limited manufactures and sells video equipment for video content creators in the North America, Europe, the Middle East, Africa, the Asia Pacific, and internationally. The company offers 4K monitor recorders; production/studio monitor recorders; rack mount 4K monitor recorders; video and broadcast converters; and cables, caddies, adaptors, armor bumpers, LCD projectors, batteries, sun hoods, travel and hard cases, and universal serial bus, as well as charging and mounting solutions. It serves social, pro-video, and entertainment markets. The company was formerly known as Tetsuwan Ltd and changed its name to Atomos Limited in October 2018. Atomos Limited was founded in 2009 and is headquartered in Melbourne, Australia.
HWSY	Hawk Systems, Inc.	1	1	3	#{"Systems"}	#{"automotive"}	#{"technology"}	Hawk Systems, Inc., through its subsidiaries, develops fingerprint authentication technology. Its technology would offer security, convenience, and ease of use in applications, such as automobile locks and theft-protection. The company offers Print Access Security System (PASS), an automotive security product. Its technology could also used for security in banking, healthcare, hotel/casino operations, employee time clock and attendance, stadium security, and sporting and gaming applications where identity management is required. The company was incorporated in 2001 and is based in West Palm Beach, Florida.
RMTN	Rocky Mountain Ayre, Inc.	0	1	1	#{}	#{"restaurant"}	#{"food"}	Rocky Mountain Ayre, Inc., through its subsidiaries, engages in food and hospitality, manufacturing, medical marijuana, and retail businesses. It operates a restaurant located in Agawam, Massachusetts. The company was formerly known as AyreTrade, Inc. and changed its name to Rocky Mountain Ayre, Inc. in February 2015. Rocky Mountain Ayre, Inc. was founded in 1999 and is headquartered in Dover, Delaware.
PACC	Pacific CMA, Inc.	1	1	0	#{"Jamaica"}	#{"China"}	#{}	Pacific CMA, Inc., through its subsidiaries, provides supply chain management solutions, contract logistics services, and international freight forwarding services. The company operates through two segments, Air Forwarding and Sea Forwarding. It primarily handles the air and ocean import shipments from the Far East and Southwest Asia to the U.S., as well as between Hong Kong and mainland China. The company is based in Jamaica, New York.
SNYR	Synergy CHC Corp.	4	1	2	#{"health" "wellness"}	#{"channels"}	#{"Fuel" "tea"}	Synergy CHC Corp., a consumer health care and beauty company, markets and distributes various consumer branded products primarily in the health and wellness industry in North America. The company offers FOCUSfactor, a brain-health nutritional supplement that includes a proprietary blend of brain supporting vitamins, minerals, antioxidants, and other nutrients; Hand MD, an anti-aging skincare line formulated for the hands; and Flat Tummy brand products, including tea, shakes, lollipops, and supplements, as well as apparel, a mobile App and exercise accessories. It also provides Neuragen, a topical product that works directly at the site of the pain as opposed to oral products; Sneaky Vaunt, a backless, strapless, stick on, and push up bra; and Think Fuel, a nootropic supplement for enhancing brain function. Synergy CHC Corp. sells its products directly to wholesalers and distributors; and online through flattummyco.com, handmd.com, sneakyvaunt.com, and www.thinkfuel.com, as well as through retail distribution channels. The company was formerly known as Synergy Strips Corp. and changed its name to Synergy CHC Corp. in August 2015. Synergy CHC Corp. was founded in 2010 and is based in Westbrook, Maine.
OGNT	Organa Technologies Group, Inc.	0	1	1	#{}	#{"weapons"}	#{"technology"}	Organa Technologies Group, Inc., through its subsidiaries, provides technology-based solutions and consulting, computer hardware and software solutions, Internet-based retail sales, and other ancillary services. The company provides Internet Web hosting and voice over Internet protocol services; Web design services, hardware and software installation and training, and other Internet related consulting services; hardware and software computer system solutions and services; and on-line payment processing through ACH and other banking solutions. It also offers online product registration of replica weapons, and authentication through G2G online product registration of replica memorabilia, as well as enables Internet purchasing of swords and weapon memorabilia. The company was formerly known as Integrity Messenger Corporation and changed its name to Organa Technologies Group, Inc. in April, 2006. Organa Technologies Group, Inc. was founded in 2002 and is based in Melbourne, Florida.
MDBPF	Medibank Private Limited	12	1	2	#{"Health" "health"}	#{"travel"}	#{"Australia"}	Medibank Private Limited, an integrated healthcare company, provides private health insurance and health solutions in Australia. The company operates through two segments, Health Insurance and Medibank Health. The Health Insurance segment offers private health insurance products, including hospital cover that provides members with health cover for hospital treatments; and ancillary cover, which offers members with health cover for healthcare services, such as dental, optical, and physiotherapy. This segment also provides health insurance products to overseas visitors and overseas students. The Medibank Health segment offers health management and telehealth services to government and corporate customers, as well as distributes travel, life, and pet insurance products. Medibank Private Limited underwrites its health insurance products under the Medibank and ahm brands. The company was founded in 1976 and is based in Docklands, Australia.
VMSI	Vita Mobile Systems, Inc.	4	1	2	#{"Systems"}	#{"Gold"}	#{"technology" "Mining"}	Vita Mobile Systems, Inc. designs and develops an application that focuses on digital imaging and technology in mobile devices. Its products include VITA, a geolocation-based social media application that allows to illustrating, record, and sharing life's events. The VITA community empowers its users to experience an event or view a location from a multitude of perspectives. Vita Mobile Systems, Inc. provides proprietary algorithms and tools that gather, categorize, analyze, and augment digital content. Vita Mobile Systems, Inc. was formerly known as Gold Mining USA, Inc. and changed its name to Vita Mobile Systems, Inc. in January, 2018. The company was incorporated in 1995 and is based in Irvine, California.
NOHO	Dragon Life Science Holdings Group, Inc.	0	1	2	#{}	#{"Life Science"}	#{"United States" "Life Science"}	Dragon Life Science Holdings Group, Inc. operates as regional Internet service provider. The company offers Internet access, emails, and related services in the United States. It also provides administrative services; and focuses on teaching children Spanish through learning centers and various after school enrichment programs. The company was founded in 1998 and is headquartered in New York, New York.
TTHG	Titanium Holdings Group, Inc.	0	1	1	#{}	#{"Texas"}	#{"United States"}	Titanium Holdings Group, Inc., together with its subsidiary, Cleaning Ideas Corp. manufactures and distributes sanitary maintenance supplies and paper products in the United States. It operates nine Cleaning Ideas retail stores. The company is based in San Antonio, Texas.
BBLG	Bone Biologics Corporation	4	1	2	#{"fusion" "Fusion"}	#{"plastic"}	#{"technology" "Technology"}	Bone Biologics Corporation, a medical device company, focuses on bone regeneration in spinal fusion using the recombinant human protein. Its NELL-1/DBX is a combination product, which is an osteostimulative recombinant protein that provides target specific control over bone regeneration. The company is developing NELL-1/DBX Fusion Device for spinal fusion procedures in skeletally mature patients with degenerative disc disease at one level from L4-S1. The company's platform technology has application in delivering enhanced outcomes in the surgical specialties of spinal, orthopedic, general orthopedic, plastic reconstruction, neurosurgery, interventional radiology, and sports medicine. It has a license agreement with the UCLA Technology Development Group to develop and commercialize NELL-1 for spinal fusion applications. Bone Biologics Corporation was founded in 2004 and is headquartered in Burlington, Massachusetts.
BSRC	BioSolar, Inc.	4	1	2	#{"solar" "green"}	#{"hydrogen"}	#{"technology" "energy"}	BioSolar, Inc. engages in developing technologies and materials for storing electrical energy produced by photovoltaic solar modules. It offers BioBacksheet, a green back sheet for photovoltaic solar modules. The company focuses on developing silicon alloy-based anode materials for lithium-ion batteries. It develops an electrolyzer technology to lower the cost of green hydrogen. It plans to engage with lithium-ion battery manufacturers and identify licensing partners in the electric vehicles, consumer electronics, and grid electrical storage industries to market its products. The company was formerly known as BioSolar Labs, Inc. and changed its name to BioSolar, Inc. in June 2006. BioSolar, Inc. was founded in 2006 and is headquartered in Santa Clarita, California.
GFSZF	G4S plc	4	1	2	#{"United Kingdom" "systems"}	#{"travel"}	#{"energy" "utilities"}	G4S plc, together with its subsidiaries, provides security and related services in Africa, the Americas, Asia, Europe, and the Middle East. The company offers software tools, including evidence based risk assessment, incident management, and travel advisory systems, such as RISK360; and proprietary security systems comprising symmetry connect access control and visitor management systems. It also provides custody, detention, rehabilitation, and care services; automated cash solutions for retailers, automated bulk-teller solution for banks, and mobile banking services, as well as G4S Pay, a retail cash solution; and security advice, risk mitigation strategies, secure support, and integrated solutions. The company serves corporates and industrials, government, financial institutions, private energy/utilities, and ports and airports, as well as the retail, transport and logistics, and leisure and tourism sectors. G4S plc was founded in 1901 and is based in London, the United Kingdom.
HGGGQ	hhgregg, Inc.	1	1	2	#{"systems"}	#{"cooking"}	#{"United States" "US"}	hhgregg, Inc. operates as an appliance, consumer electronics, and furniture retailer. The company's appliances products include refrigerators, cooking ranges, dishwashers, freezers, washers and dryers, grills, air conditioners, and small home appliances; consumer electronics products comprise LED televisions, audio systems, cameras, and Blu-ray players; furniture, mattresses, and other home products; and computers, computer accessories, and tablets. As of March 2, 2017, it operated 220 stores in 19 states of the United States. The company was founded in 1955 and is headquartered in Indianapolis, Indiana. On March 6, 2017, hhgregg, Inc., along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the US Bankruptcy Court for the Southern District of Indiana.
MBAY	MediaBay, Inc.	0	1	1	#{}	#{"channels"}	#{"United States"}	As of 2007, MediaBay, Inc. went out of business. MediaBay, Inc. operates as a digital media and publishing company. The company sells audio book titles through direct mail and Internet as well as in hard copy formats, such as compact discs and cassettes. The company also offers digital media, marketing, and publishing services. It offers audio titles for spoken audio entertainment including audio books, newspapers, classic American radio shows, educational courses, university lectures, theatre plays, self-improvement courses, television soundtracks, stand-up comedy, children's storytelling, parenting advice, and study guides. The company operates downloadable content stores and subscription services which are co-branded via partnerships with celebrities and corporate affiliates. The company operates through three segments, Audio Book Club, Radio Spirits, and MediaBay.com. The Audio Book Club segment, a membership-based club, sells audio books in direct mail and on the Internet. The Radio Spirits segment produces, sells, licenses, and syndicates old-time radio programs. It also broadcasts its radio programs through a syndicated radio show on commercial stations in the United States, as well as broadcasts its 24-hour radio classics channels on Sirius and XM satellite radio. The MediaBay.com segment, a media portal, offers spoken word audio content in secure digital download formats. The company caters to music services, broadband portals, cell phone, and satellite radio companies. The company distributes its products via mail order based continuity program; online download subscription service; third party Websites; and retail outlets. The company has strategic alliances with BBC, Blackstone, Brilliance Audio, CBS Radio, Harper Collins, Hay House, Oasis, Penguin Group USA Audio, Random House, Simon & Schuster, Sound Room Publishers, Time Warner Audio, and Zondervan. The company was formerly known as Audio Book Club, Inc. and changed its name to MediaBay, Inc. in October 1999. The company was founded in 1993 and is based in Cedar Knolls, New Jersey.
IPUB	indiePub Entertainment, Inc.	0	1	1	#{}	#{"channels"}	#{"United States"}	indiePub Entertainment, Inc. engages in the development, publishing, and distribution of interactive entertainment software for digital distribution channels in the United States. The company's entertainment software is used on major consoles, handheld gaming devices, personal computers, tablets, and mobile smart-phone devices. It also develops and publishes downloadable games for connected services; and operates indiePub.com, an innovative content creation site. The company sells its products to national and regional retailers, and national distributors. The company was formerly known as Zoo Entertainment, Inc. and changed its name to indiePub Entertainment, Inc. in May 2012. indiePub Entertainment, Inc. is based in Blue Ash, Ohio.
STXS	Stereotaxis, Inc.	4	1	2	#{"systems"}	#{"disposable"}	#{"technology" "United States"}	Stereotaxis, Inc. designs, manufactures, and markets robotic magnetic navigation (RMN) systems for use in hospital's interventional surgical suite to enhance the treatment of arrhythmias and coronary artery disease in the United States and internationally. Its RMN systems include the Genesis RMN and Niobe systems, which enable physicians to complete complex interventional procedures by providing image-guided delivery of catheters and guidewires through the blood vessels and chambers of the heart to treatment sites; and Vdrive system that offers navigation and stability for the diagnostic and therapeutic devices designed to enhance interventional procedures. The company also provides Odyssey solution, a real-time information solution to manage, control, record, and share procedures across networks; and Stereotaxis Imaging Model S X-ray system, a single-plane and full-power x-ray system, including c-arm, powered table, motorized boom, and large high-definition monitors for a robotic interventional operating room. In addition, it offers disposables and other accessories, such as QuikCAS automated catheter advancement disposables for the remote advancement of electrophysiology catheters; and CARTO RMT navigation and ablation system, CELSIUS RMT, NAVISTAR RMT, NAVISTAR RMT DS, NAVISTAR RMT THERMOCOOL, and CELSIUS RMT THERMOCOOL irrigated tip diagnostic/ablation steerable tip catheters. Further, the company provides various disposable components V-Loop, V-Sono, and V-CAS devices; and V-CAS Deflect catheter advancement systems. It markets its products through direct sales force, distributors, and sales agents. The company has a strategic collaboration with Osypka AG to develop a next-generation magnetic ablation catheter using Stereotaxis' robotic technology. Stereotaxis, Inc. was founded in 1990 and is headquartered in St. Louis, Missouri.
GFSZY	G4S plc	4	1	2	#{"United Kingdom" "systems"}	#{"travel"}	#{"energy" "utilities"}	G4S plc, together with its subsidiaries, provides security and related services in Africa, the Americas, Asia, Europe, and the Middle East. The company offers software tools, including evidence based risk assessment, incident management, and travel advisory systems, such as RISK360; and proprietary security systems comprising symmetry connect access control and visitor management systems. It also provides custody, detention, rehabilitation, and care services; automated cash solutions for retailers, automated bulk-teller solution for banks, and mobile banking services, as well as G4S Pay, a retail cash solution; and security advice, risk mitigation strategies, secure support, and integrated solutions. The company serves corporates and industrials, government, financial institutions, private energy/utilities, and ports and airports, as well as the retail, transport and logistics, and leisure and tourism sectors. G4S plc was founded in 1901 and is based in London, the United Kingdom.
BYSD	Bayside Corporation	0	1	0	#{}	#{"Petroleum"}	#{}	Bayside Corporation focuses on infrastructure around the crypto-asset and blockchain ecosystems. The company's Blockchain branded CTMS provides a way to buy and sell bitcoin for cash, as well as allows purchasing digital currency without a bank account, debit card, or credit card. It operates in Florida, New Jersey, Tennessee, Nevada, and Maryland. The company was formerly known as Bayside Petroleum Company, Inc. and changed its name to Bayside Corporation in January 2011. Bayside Corp. is based in Weston, Florida.
FUEG	Face Up Entertainment Group, Inc.	0	1	0	#{}	#{"Texas"}	#{}	Face Up Entertainment Group, Inc., a development stage company, focuses on the development of Internet reality gaming social network. The company operates FaceUpGaming.com, a non-wagering internet poker Website, which provides users with streaming video, audio, and messaging capabilities. It has a strategic partnership with Texas Hold'em Poker Tours. The company was formerly known as Game Face Gaming, Inc. and changed its name to Face Up Entertainment Group, Inc. in April 2012. Face Up Entertainment Group, Inc. was founded in 2009 and is based in Valley Stream, New York.
NSRS	North Springs Resources Corp	0	1	1	#{}	#{"pharmaceutical"}	#{"technology"}	North Springs Resources Corp. focuses on the evaluation, acquisition, exploration, and development of mineral resource properties. It also focuses on the acquisition and development of various products and services in the pharmaceutical and medical technology industries. The company was formerly known as Aurum Resources Corp. and changed its name to North Springs Resources Corp. in June 2011. North Springs Resources Corp. was founded in 2009 and is based in Riverview, Florida.
MTLI	Metaline Contact Mines	0	1	1	#{}	#{"gold"}	#{"mining"}	Metaline Contact Mines, a royalty-based mineral resources company, engages in the acquisition and leasing of mineral resource properties. The company primarily explores for zinc and gold deposits. It owns interests in the Pend Oreille/Metaline Zinc Mines located in Pend Oreille County, Washington; and the Golden Chest Mine consisting of patented mining claims in Shoshone County, Idaho. The company was founded in 1928 and is based in Murray, Idaho.
TGHI	Touchpoint Group Holdings, Inc.	1	1	1	#{"United Kingdom"}	#{"China"}	#{"United States"}	Touchpoint Group Holdings, Inc., through its subsidiaries, operates as a software development company in the United States, Hong Kong, China, and the United Kingdom. The company develops and supplies a fan engagement platform that enhances fan experience and drives commercial aspects of the sport and entertainment business. Its fan engagement platform also brings users closer to the action by enabling them to engage with clubs, favorite players, peers, and relevant brands through various features, including live streaming, access to limited edition merchandise, gamification, user rewards, third party branded offers, credit cards, and associated benefits. The company was formerly known as One Horizon Group, Inc. and changed its name to Touchpoint Group Holdings, Inc. in September 2019. Touchpoint Group Holdings, Inc. is based in Miami, Florida.
AURI	Auri, Inc.	0	1	1	#{}	#{"channels"}	#{"United States"}	Auri, Inc. offers design, development, manufacture, and sale of men's and women's footwear. The company distributes its footwear under the Auri brand name through wholesale distribution channels comprising department stores, specialty stores, and independent retailers, as well as Internet retailers, including its own Internet Website in the United States. The company was formerly known as Auri Design Group, LLC and changed its name to Auri, Inc. in February 2011. The company was founded in 2007 and is based in Laguna Beach, California.
APPB	Applied Biosciences Corp.	4	1	2	#{"health" "wellness"}	#{"testing"}	#{"biopharmaceuticals" "United States"}	Applied Biosciences Corp. focuses on the development and commercialization of novel, synthetic cannabinoid therapeutics/biopharmaceuticals that target the endocannabinoid system to treat a range of diseases across various therapeutic areas. It is focused on investment and partnership opportunities under the Applied BioSciences brand in the medical, scientific, nutraceutical, and health and wellness markets. The company also produces health and wellness products, including creams, balms, tinctures, concentrates, and edibles under the Remedi, Remedi Plus, Herbal Pet, MTN CBD, Champ Organics, and Equine Care names. It focuses on various areas of the medical, scientific, bioceutical, hemp, and CBD industry. In addition, the company provides lab testing services. It delivers consumer and OTC THC-free CBD products to its customers in the United States and internationally. Applied Biosciences Corp. was incorporated in 2014 and is based in New York, New York.
PEBN	Pacific Enterprise Bancorp	0	1	1	#{}	#{"trucking"}	#{"real estate"}	Pacific Enterprise Bancorp operates as the banking holding company for Pacific Enterprise Bank that provides banking products and services in California. The company accepts checking, savings, CDARS, individual retirement accounts, zero balance, money market, and insured cash sweep accounts; and certificates of deposit. Its loan products trucking and equipment, commercial real estate, SBA, business, and premium finance. The company also offers cash management, personal mobile deposit, remote deposit capture, merchant card processing, online wires, ACH, positive pay, and online banking services. Pacific Enterprise Bancorp was founded in 2007 and is based in Irvine, California.
CCHWF	Columbia Care Inc.	0	1	1	#{}	#{"European Union"}	#{"United States"}	Columbia Care Inc. cultivates, manufactures, and provides medical and adult use cannabis products and related services. The company holds licenses in 18 jurisdictions in the United States and the European Union. It operates 80 dispensaries. The company was founded in 2012 and is headquartered in New York, New York.
ORNC	Oranco, Inc.	0	1	1	#{}	#{"China"}	#{"alcohol"}	Oranco, Inc., through its subsidiaries, engages in marketing and wholesaling of alcohol business in China. The company offers Chinese Fenjiu liquor under the Dagangjiu brand name, as well as imported wines. It sells its products through distributors. The company was incorporated in 1977 and is based in New York, New York.
