Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
AKBTY,AKBANK T/A/S S/ADR,OTCQX International Premier,1.680000,7.692300,18494,ADRs,Turkey,
TSCDF,TESCO PLC ORD,OTCQX International Premier,3.050000,-0.974000,1403,Foreign Ordinary Shares,United Kingdom,England
TSCDY,TESCO PLC S/ADR,OTCQX International Premier,9.510000,0.105300,118931,ADRs,United Kingdom,England
KGFHF,KINGFISHER PLC ORD,OTCQX International Premier,3.710000,1.895100,565,Foreign Ordinary Shares,United Kingdom,
KGFHY,KINGFISHER PLC S/ADR,OTCQX International Premier,7.447500,1.901900,51752,ADRs,United Kingdom,
TATYF,TATE & LYLE PLC ORD,OTCQX International Premier,8.480000,,0,Foreign Ordinary Shares,United Kingdom,
TATYY,TATE & LYLE PLC S/ADR,OTCQX International Premier,36.405000,3.174200,300,ADRs,United Kingdom,
IMBBF,IMPERIAL BRANDS PLC ORD,OTCQX International Premier,21.248000,0.844800,1081,Foreign Ordinary Shares,United Kingdom,
IMBBY,IMPERIAL BRANDS PLC ADR,OTCQX International Premier,21.360000,0.517600,120351,ADRs,United Kingdom,
JSAIY,J SAINSBURY PLC S/ADR,OTCQX International Premier,12.400000,-0.481500,42902,ADRs,United Kingdom,
JSNSF,J SANISBURY PLC ORD,OTCQX International Premier,3.057500,-1.051800,120,Foreign Ordinary Shares,United Kingdom,
AAUKF,ANGLO AMER PLC ORD.,OTCQX International Premier,33.300000,0.817400,72622,Foreign Ordinary Shares,United Kingdom,
NGLOY,ANGLO AMERICAN SPNS/ADR,OTCQX International Premier,16.860000,2.119900,465550,ADRs,United Kingdom,
FERGY,FERGUSON PLC S/ADR,OTCQX International Premier,12.025000,1.050400,636241,ADRs,United Kingdom,
WOSCF,FERGUSON PLC NEW,OTCQX International Premier,118.575000,,0,Foreign Ordinary Shares,United Kingdom,
ESYJY,EASYJET PLC S/ADR,OTCQX International Premier,11.540000,1.228100,4543,ADRs,United Kingdom,
MAKSF,MARKS & SPENCER GRP ORD,OTCQX International Premier,1.715830,,0,Foreign Ordinary Shares,United Kingdom,England
MAKSY,MARKS & SPENCER GRP S/ADR,OTCQX International Premier,3.725000,0.404300,29272,ADRs,United Kingdom,England
EDVMF,ENDEAVOUR MINING CORP,OTCQX International Premier,24.200000,1.744800,25095,Foreign Ordinary Shares,United Kingdom,
BTVCY,BRITVIC PLC S/ADR,OTCQX International Premier,21.580000,0.350100,3271,ADRs,United Kingdom,England
SILXF,SILEX SYSTEMS LTD ORD,OTCQX International,0.505000,-8.181800,1530,Foreign Ordinary Shares,Australia,New South Wales
SILXY,SILEX SYS LTD SPON ADR,OTCQX International,2.495000,,0,ADRs,Australia,New South Wales
SPHRF,STARPHARMA HOLDINGS LTD,OTCQX International,1.120000,,0,Foreign Ordinary Shares,Australia,Victoria
SPHRY,STARPHARMA HLDGS S/ADR,OTCQX International,11.515000,4.681800,7767,ADRs,Australia,Victoria
DYLLF,DEEP YELLOW LTD ORD NEW,OTCQX International,0.395000,-3.658500,166934,Foreign Ordinary Shares,Australia,Western Australia
COGZF,COGSTATE LTD ORD,OTCQX International,0.835000,21.366300,31500,Foreign Ordinary Shares,Australia,Victoria
ALKEF,ALKANE RES LTD ORD,OTCQX International,0.721000,2.269500,10300,Foreign Ordinary Shares,Australia,Western Australia
CTEQF,CLEAN TEQ HLDGS LTD MEL,OTCQX International,0.190000,3.260900,248010,Foreign Ordinary Shares,Australia,Victoria
ACNNF,AUSCANN GROUP HLDGS LTD,OTCQX International,0.149200,14.769200,16935,Foreign Ordinary Shares,Australia,Western Australia
BNIGF,BERONI GROUP LTD,OTCQX International,0.310000,,25,Foreign Ordinary Shares,Australia,New South Wales
NVNXF,NOVONIX LTD,OTCQX International,0.810000,3.283400,655875,Foreign Ordinary Shares,Australia,Queensland
WRMCF,WHITE ROCK MINERALS NEW,OTCQX International,0.450000,5.882400,232420,Foreign Ordinary Shares,Australia,Victoria
GFKSY,GULF KEYSTONE PETE S/ADR,OTCQX International,0.225000,,0,ADRs,Bermuda,
GUKYF,GULF KEYSTONE PET ORD NEW,OTCQX International,1.700000,4.938300,414463,Foreign Ordinary Shares,Bermuda,
SDRLF,SEADRILL LTD ORD,OTCQX International,0.300000,5.263200,673589,Common Stock,Bermuda,
SGRPW,SIRIUS  INTL INS GRP WTS,OTCQX International,0.390000,,0,Warrants,Bermuda,
SROYF,SAILFISH ROYALTY CORP,OTCQX International,0.935000,1.630400,1400,Foreign Ordinary Shares,British Virgin Islands,
LONCF,LONCOR RESOURCES INC,OTCQX International,0.441200,4.302600,200,Foreign Ordinary Shares,Canada,Ontario
CXBMF,CALIBRE MINING CORP ORD,OTCQX International,1.950000,3.174600,60775,Foreign Ordinary Shares,Canada,British Columbia
NDVAF,INDIVA LTD,OTCQX International,0.190800,-1.598800,19774,Foreign Ordinary Shares,Canada,Ontario
TAOIF,TAG OIL LTD,OTCQX International,0.178700,-2.400400,30690,Foreign Ordinary Shares,Canada,British Columbia
NTSFF,NANOTECH SECURITY ORD,OTCQX International,0.353400,2.050200,15569,Foreign Ordinary Shares,Canada,British Columbia
ALLXF,CALDAS GOLD CORP,OTCQX International,1.720000,-2.824900,36263,Foreign Ordinary Shares,Canada,Ontario
MBAIF,CIBT EDUCATION GROUP INC,OTCQX International,0.516100,0.213600,500,Foreign Ordinary Shares,Canada,British Columbia
NRIFF,NUVO PHARMACEUTICALS ORD,OTCQX International,0.650000,0.970900,5675,Foreign Ordinary Shares,Canada,Ontario
CBWTF,AUXLY CANNABIS GRP INC,OTCQX International,0.235000,-0.843900,1445917,Foreign Ordinary Shares,Canada,Ontario
ROGFF,ROXGOLD INC ORD,OTCQX International,1.360000,-0.729900,37235,Foreign Ordinary Shares,Canada,Ontario
HVBTF,HIVE BLOCKCHAIN TECHS LTD,OTCQX International,2.060000,12.568300,14530583,Foreign Ordinary Shares,Canada,British Columbia
PLSDF,PULSE SEISMIC INC,OTCQX International,0.800000,14.057600,18990,Foreign Ordinary Shares,Canada,Alberta
CNNEF,CANACOL ENERGY ORD,OTCQX International,3.230000,0.937500,8720,Foreign Ordinary Shares,Canada,Alberta
UGDIF,UNIGOLD INC,OTCQX International,0.314300,5.363700,23700,Foreign Ordinary Shares,Canada,Ontario
OLNCF,OMNI LITE INDUS CDA INC,OTCQX International,0.632000,,0,Foreign Ordinary Shares,Canada,Ontario
ANXGF,ANACONDA MINING INC,OTCQX International,0.455000,1.026900,91576,Foreign Ordinary Shares,Canada,Ontario
QTRHF,QUARTERHILL INC,OTCQX International,2.037000,0.996600,9848,Foreign Ordinary Shares,Canada,Ontario
GLBXF,GLOBEX MNG ENTERPRS NEW,OTCQX International,0.528300,,1,Foreign Ordinary Shares,Canada,Ontario
RIOFF,RIO2 LIMITED NEW,OTCQX International,0.660000,-2.884000,421788,Foreign Ordinary Shares,Canada,Ontario
CRPOF,CEAPRO INC,OTCQX International,0.520000,-1.886800,2500,Foreign Ordinary Shares,Canada,Alberta
NKOSF,LABRADOR GOLD CORP,OTCQX International,0.303352,-13.054700,816154,Foreign Ordinary Shares,Canada,Ontario
RECAF,RECONNAISSANCE EGY AFRICA,OTCQX International,1.490000,20.872900,712860,Foreign Ordinary Shares,Canada,British Columbia
GLATF,GLOBAL ATOMIC CORP,OTCQX International,0.834200,-0.973400,71748,Foreign Ordinary Shares,Canada,Ontario
WMLLF,WEALTH MINERALS LTD,OTCQX International,0.060200,-15.211300,110739,Foreign Ordinary Shares,Canada,British Columbia
AOTVF,ASCOT RESOURCES LTD,OTCQX International,1.060000,4.950500,118678,Foreign Ordinary Shares,Canada,British Columbia
PSHIF,PETROSHALE INC ORD,OTCQX International,0.092600,,0,Foreign Ordinary Shares,Canada,Alberta
ELRRF,ELORO RESOURCES LTD,OTCQX International,1.299500,7.842300,60103,Foreign Ordinary Shares,Canada,Ontario
ARREF,AMERIGO RESOURCES LTD,OTCQX International,0.650000,0.457500,162086,Foreign Ordinary Shares,Canada,British Columbia
KOREF,KORE MNG LTD,OTCQX International,1.200000,0.000000,52569,Foreign Ordinary Shares,Canada,British Columbia
AGEEF,HALO LABS INC,OTCQX International,0.047300,-5.210400,1410672,Foreign Ordinary Shares,Canada,Ontario
HEOFF,H2O INNOVATION INC,OTCQX International,1.570000,-1.829600,40090,Foreign Ordinary Shares,Canada,Quebec
ELYGF,ELY GOLD ROYALTIES INC,OTCQX International,0.979000,5.268800,427673,Foreign Ordinary Shares,Canada,British Columbia
ATUSF,ALTIUS MINERALS CORP,OTCQX International,10.770000,6.771100,71127,Foreign Ordinary Shares,Canada,Newfoundland
AUNFF,AURCANA SILVER CORP,OTCQX International,0.769900,4.891000,705494,Foreign Ordinary Shares,Canada,British Columbia
AMXEF,AMEX EXPLORATION INC ORD,OTCQX International,2.570000,4.898000,31687,Foreign Ordinary Shares,Canada,Quebec
BNAUF,BATTLE NORTH GOLD CORP,OTCQX International,1.493000,4.405600,17792,Foreign Ordinary Shares,Canada,Ontario
CHPGF,CHESAPEAKE GOLD CORP,OTCQX International,4.520000,0.892900,19840,Foreign Ordinary Shares,Canada,British Columbia
LMGDF,LUMINA GOLD CORP,OTCQX International,0.709500,1.357100,107242,Foreign Ordinary Shares,Canada,British Columbia
LGORF,LARGO RES LTD,OTCQX International,1.060000,-1.851900,3869792,Foreign Ordinary Shares,Canada,Ontario
TPRFF,GRAN COLOMBIA GOLD ORD,OTCQX International,5.420000,5.345000,46292,Foreign Ordinary Shares,Canada,Ontario
GLVMF,GOLDEN VALLEY MINES LTD,OTCQX International,5.899900,0.853000,10600,Foreign Ordinary Shares,Canada,Quebec
FLYLF,FLYHT AEROSPACE SLTNS LTD,OTCQX International,0.576500,-0.945000,6998,Foreign Ordinary Shares,Canada,Alberta
BCEKF,BEAR CREEK MINING CORP,OTCQX International,2.380000,2.261800,84760,Foreign Ordinary Shares,Canada,British Columbia
SKREF,SKEENA RESOURCES LTD,OTCQX International,2.320000,3.111100,77201,Foreign Ordinary Shares,Canada,British Columbia
NUPMF,NEW PAC METALS CORP,OTCQX International,5.100000,3.869700,185443,Foreign Ordinary Shares,Canada,British Columbia
SGSVF,SABINA GOLD & SILVER CORP,OTCQX International,2.390000,2.267900,1071026,Foreign Ordinary Shares,Canada,British Columbia
CANSF,WILLOW BIOSCIENCES INC,OTCQX International,0.569000,3.454500,66332,Foreign Ordinary Shares,Canada,Alberta
TRBMF,TORQ RESOURCES INC,OTCQX International,0.546400,0.091600,1500,Foreign Ordinary Shares,Canada,British Columbia
DYFSF,DYNACERT INC,OTCQX International,0.450000,1.827500,4093,Foreign Ordinary Shares,Canada,Ontario
OBELF,OBSIDIAN ENERGY LTD,OTCQX International,0.660000,3.838900,413155,Foreign Ordinary Shares,Canada,Alberta
VQSLF,VIQ SOLUTIONS INC,OTCQX International,3.380000,,0,Foreign Ordinary Shares,Canada,Ontario
VRNDF,DELTA 9 CANNABIS INC,OTCQX International,0.443800,2.755300,30779,Foreign Ordinary Shares,Canada,Manitoba
TSKFF,TALISKER RES LTD,OTCQX International,0.260000,3.137800,12500,Foreign Ordinary Shares,Canada,Ontario
MISVF,MINCO SILVER CORP,OTCQX International,0.417500,17.110800,36650,Foreign Ordinary Shares,Canada,British Columbia
XEBEF,XEBEC ADSORPTION INC,OTCQX International,5.730000,0.174800,7639,Foreign Ordinary Shares,Canada,Quebec
OREAF,OREA MNG CORP,OTCQX International,0.087000,-0.571400,77740,Foreign Ordinary Shares,Canada,British Columbia
MAIFF,MINERA ALAMOS INC,OTCQX International,0.550000,3.773600,249187,Foreign Ordinary Shares,Canada,Ontario
SPRWF,SUPREME CANNABIS CO INC,OTCQX International,0.143000,-0.487100,1366846,Foreign Ordinary Shares,Canada,Ontario
CVALF,COVALON TECHS LTD,OTCQX International,0.920000,0.711500,150,Foreign Ordinary Shares,Canada,Ontario
UURAD,UCORE RARE METALS NEW,OTCQX International,0.691300,1.244900,57260,Foreign Ordinary Shares,Canada,Nova Scotia
CNSNF,CONSTANTINE METAL RES,OTCQX International,0.153000,4.081600,100,Foreign Ordinary Shares,Canada,British Columbia
MAKOF,MAKO MNG CORP,OTCQX International,0.309168,-1.444700,277611,Foreign Ordinary Shares,Canada,British Columbia
MLNLF,MILLENNIAL LITHIUM ORD,OTCQX International,2.160000,-3.446400,11969,Foreign Ordinary Shares,Canada,British Columbia
TREVF,TREVALI MINING CORP,OTCQX International,0.155300,0.000000,137107,Foreign Ordinary Shares,Canada,British Columbia
CRECF,CRITICAL ELEMENTS LITHIUM,OTCQX International,0.552356,-3.248200,81314,Foreign Ordinary Shares,Canada,Quebec
OPSSF,OPSENS INC,OTCQX International,0.910000,5.838600,77740,Foreign Ordinary Shares,Canada,Quebec
WOWMF,WOW UNLIMITED MEDIA INC,OTCQX International,0.337200,,0,Foreign Ordinary Shares,Canada,British Columbia
NTGSF,GOLDEN PREDATOR MINING CP,OTCQX International,0.192600,9.121800,133317,Foreign Ordinary Shares,Canada,British Columbia
TSRMF,TREASURY METALS INC,OTCQX International,1.060000,0.952400,54826,Foreign Ordinary Shares,Canada,Ontario
ORZCF,OREZONE GOLD CORP,OTCQX International,0.727900,1.932500,36475,Foreign Ordinary Shares,Canada,British Columbia
FVANF,FIRST VANADIUM CORP,OTCQX International,0.382700,8.076800,135849,Foreign Ordinary Shares,Canada,British Columbia
BONXF,BONTERRA RES INC ORD,OTCQX International,1.010000,6.573800,90801,Foreign Ordinary Shares,Canada,Quebec
MIMZF,NIGHTHAWK GOLD CORP,OTCQX International,1.050000,1.253600,14448,Foreign Ordinary Shares,Canada,Ontario
OMZNF,OSISKO METALS INC,OTCQX International,0.334000,0.300300,3116,Foreign Ordinary Shares,Canada,Quebec
GLDXF,GOLD X MNG CORP,OTCQX International,2.560000,2.605200,47680,Foreign Ordinary Shares,Canada,British Columbia
SILEF,SILVER ELEPHANT MNG CORP,OTCQX International,0.338300,5.127400,892820,Foreign Ordinary Shares,Canada,British Columbia
EXMGF,EXCELSIOR MINING CORP,OTCQX International,0.892000,1.942900,22871,Foreign Ordinary Shares,Canada,British Columbia
HERTF,HERITAGE CANNABIS HLDGS,OTCQX International,0.114900,-0.087000,12505,Foreign Ordinary Shares,Canada,Ontario
MMRGF,MINAURUM GOLD INC ORD,OTCQX International,0.406864,0.460200,159713,Foreign Ordinary Shares,Canada,British Columbia
LOMLF,LION ONE METALS LTD,OTCQX International,1.180000,2.608700,86630,Foreign Ordinary Shares,Canada,British Columbia
KRRGF,KARORA RESOURCES INC,OTCQX International,3.129500,6.808900,232826,Foreign Ordinary Shares,Canada,Ontario
AIRRF,AURION RESOURCES LTD ORD,OTCQX International,0.870000,6.097600,100083,Foreign Ordinary Shares,Canada,Newfoundland
TGIFF,1933 INDS INC,OTCQX International,0.053400,-0.743500,275332,Foreign Ordinary Shares,Canada,British Columbia
TGLDF,TRILLIUM GOLD MINES INC,OTCQX International,1.210000,0.833300,3445,Foreign Ordinary Shares,Canada,British Columbia
TNYBF,TINLEY BEVERAGE CO ORD,OTCQX International,0.355000,1.428600,147454,Foreign Ordinary Shares,Canada,Ontario
GLGDF,GOGOLD RESOURCES INC ORD,OTCQX International,1.510900,7.921400,288041,Foreign Ordinary Shares,Canada,Nova Scotia
GTBAF,GREAT BEAR RES LTD A,OTCQX International,13.710000,0.808800,37821,Foreign Ordinary Shares,Canada,British Columbia
MRQRF,MONARCH GOLD CORP,OTCQX International,0.427135,0.278200,227937,Foreign Ordinary Shares,Canada,Quebec
MDRPF,MIDAS GOLD CORP ORD,OTCQX International,1.100000,8.910900,555261,Foreign Ordinary Shares,Canada,British Columbia
TGCDF,TERANGA GOLD CORP ORD,OTCQX International,11.530000,2.307000,29603,Foreign Ordinary Shares,Canada,Ontario
NSRPF,NOVO RES CORP,OTCQX International,1.770000,8.589000,340044,Foreign Ordinary Shares,Canada,British Columbia
TAKOF,DRONE DELIVERY CDA CORP,OTCQX International,0.677000,0.894200,200488,Foreign Ordinary Shares,Canada,Ontario
MGDPF,MARATHON GOLD CORP ORD,OTCQX International,2.270000,1.912500,76723,Foreign Ordinary Shares,Canada,Ontario
MGPHF,MASON GRAPHITE INC,OTCQX International,0.257200,-0.186300,70389,Foreign Ordinary Shares,Canada,Quebec
ATCMF,ATICO MINING CORP,OTCQX International,0.430000,4.770700,37640,Foreign Ordinary Shares,Canada,British Columbia
AHOTF,AMERICAN HOTEL I/P REIT,OTCQX International,2.655000,-2.206300,9265,Units,Canada,British Columbia
FCUUF,FISSION URANIUM CORP ORD,OTCQX International,0.299800,-2.281600,496704,Foreign Ordinary Shares,Canada,British Columbia
ALMTF,ALMONTY INDS INC ORD,OTCQX International,0.538400,-1.918300,1676,Foreign Ordinary Shares,Canada,Ontario
CFGMF,CALIFORNIA GOLD MNG ORD,OTCQX International,0.107990,,0,Foreign Ordinary Shares,Canada,Ontario
ALVOF,ALVOPETRO ENERGY LTD ORD,OTCQX International,0.600000,0.000000,33588,Foreign Ordinary Shares,Canada,Alberta
YGTFF,GOLD TERRA RESOURCE CORP,OTCQX International,0.250000,-0.358700,116455,Foreign Ordinary Shares,Canada,British Columbia
PKKFF,PEAK FINTECH GROUP INC,OTCQX International,0.994800,-2.470600,287974,Foreign Ordinary Shares,Canada,Quebec
NMGRF,NOUVEAU MONDE GRAPHITE,OTCQX International,0.530000,-3.146800,219028,Foreign Ordinary Shares,Canada,Quebec
NSRXF,NOMAD RTY CO LTD,OTCQX International,0.825050,0.985300,85950,Foreign Ordinary Shares,Canada,Quebec
JRNGF,JOURNEY ENERGY INC,OTCQX International,0.245000,,0,Foreign Ordinary Shares,Canada,Alberta
EMHTF,EMERALD HEALTH THERAPUTCS,OTCQX International,0.172300,3.983100,297602,Foreign Ordinary Shares,Canada,British Columbia
BRGGF,BRAGG GAMING GROUP INC,OTCQX International,1.170000,11.376600,336536,Foreign Ordinary Shares,Canada,Ontario
RGLSF,REGULUS RES INC,OTCQX International,0.822800,0.158200,69820,Foreign Ordinary Shares,Canada,British Columbia
FFMGF,FIRST MINING GOLD CORP,OTCQX International,0.335000,0.633800,890485,Foreign Ordinary Shares,Canada,British Columbia
THCBF,THC BIOMED INTL LTD ORD,OTCQX International,0.075200,-6.000000,6098,Foreign Ordinary Shares,Canada,British Columbia
FIORF,FIORE CANNABAIS LTD,OTCQX International,0.163000,8.666700,54667,Foreign Ordinary Shares,Canada,British Columbia
AXDDF,AZUCAR MINERALS LTD,OTCQX International,0.120942,0.701100,73956,Foreign Ordinary Shares,Canada,British Columbia
PTRUF,PETRUS RES LTD ORD,OTCQX International,0.174100,-0.514300,238,Foreign Ordinary Shares,Canada,Alberta
SLVTF,SILVER TIGER METALS INC,OTCQX International,0.416200,29.536300,86633,Foreign Ordinary Shares,Canada,Nova Scotia
WSTRF,WESTERN URANIUM&VANADIUM,OTCQX International,0.822240,-6.158400,24005,Foreign Ordinary Shares,Canada,Ontario
GWTNF,GRANDE WEST TRANS GRP ORD,OTCQX International,1.308400,-1.624100,15973,Foreign Ordinary Shares,Canada,British Columbia
IRVRF,IRVING RES INC ORD,OTCQX International,1.760000,4.142000,47863,Foreign Ordinary Shares,Canada,British Columbia
KNTNF,K92 MINING INC,OTCQX International,5.780000,3.956800,233722,Foreign Ordinary Shares,Canada,British Columbia
VSQTF,VICTORY SQUARE TECH ORD,OTCQX International,0.425500,-2.408300,284573,Foreign Ordinary Shares,Canada,British Columbia
NTTHF,NEO LITHIUM CORP ORD,OTCQX International,1.186900,3.164700,104963,Foreign Ordinary Shares,Canada,Ontario
BRKCF,BARKSDALE RES CORP,OTCQX International,0.452500,6.121000,10170,Foreign Ordinary Shares,Canada,British Columbia
SLVRF,SILVER ONE RESOURCES ORD,OTCQX International,0.543000,6.491500,367995,Foreign Ordinary Shares,Canada,British Columbia
ACUIF,ACUITYADS HLDGS INC ORD,OTCQX International,12.500000,17.924500,828439,Foreign Ordinary Shares,Canada,Ontario
PTOTF,PATRIOT ONE TECH ORD,OTCQX International,0.312800,-2.766600,216602,Foreign Ordinary Shares,Canada,British Columbia
IPOOF,INPLAY OIL CORP,OTCQX International,0.185300,,0,Foreign Ordinary Shares,Canada,Alberta
ALEAF,ALEAFIA HEALTH INC ORD,OTCQX International,0.412500,1.952500,350275,Foreign Ordinary Shares,Canada,Ontario
RDDTF,RADIENT TECH INC ORD,OTCQX International,0.072300,1.687800,125487,Foreign Ordinary Shares,Canada,Alberta
GTGDF,GT GOLD CORP ORD,OTCQX International,1.530000,5.517200,10574,Foreign Ordinary Shares,Canada,British Columbia
FTSSF,FIRST COBALT CORP ORD,OTCQX International,0.278000,65.970100,8303110,Foreign Ordinary Shares,Canada,Ontario
BNCHF,BENCHMARK METALS INC,OTCQX International,0.887600,5.742200,29399,Foreign Ordinary Shares,Canada,Alberta
DSVMF,DISCOVERY METALS CORP ORD,OTCQX International,1.670000,5.702900,383825,Foreign Ordinary Shares,Canada,Ontario
ISENF,ISOENERGY LTD ORD,OTCQX International,1.480000,-3.896100,72335,Foreign Ordinary Shares,Canada,British Columbia
VLNCF,THE VALENS COMPANY INC,OTCQX International,1.350000,-0.735300,197156,Foreign Ordinary Shares,Canada,British Columbia
HRVOF,HARVEST ONE CANNABIS ORD,OTCQX International,0.060900,4.102600,40140,Foreign Ordinary Shares,Canada,British Columbia
VVCIF,VIVO CANNABIS INC ORD,OTCQX International,0.113000,8.237500,332988,Foreign Ordinary Shares,Canada,Ontario
STLHF,STANDARD LITHIUM LTD ORD,OTCQX International,2.010000,-0.985200,109083,Foreign Ordinary Shares,Canada,British Columbia
WDDMF,WEEDMD INC ORD,OTCQX International,0.207300,-1.238700,163309,Foreign Ordinary Shares,Canada,Ontario
NNXPF,NANOXPLORE INC,OTCQX International,2.770000,2.786700,31341,Foreign Ordinary Shares,Canada,Quebec
MEDXF,MEDEXUS PHARMS INC,OTCQX International,5.230000,0.383900,6377,Foreign Ordinary Shares,Canada,Quebec
TRSSF,TERRASCENT CORP,OTCQX International,9.696100,0.477700,330551,Foreign Ordinary Shares,Canada,Ontario
AUXXF,ALLEGIANT GOLD LTD,OTCQX International,0.253500,1.400000,52160,Foreign Ordinary Shares,Canada,British Columbia
HUTMF,HUT 8 MINING CORP,OTCQX International,1.971000,22.445200,1616414,Foreign Ordinary Shares,Canada,Ontario
TGODF,GREEN ORGANIC DUTCHMAN,OTCQX International,0.205000,0.293500,1435930,Foreign Ordinary Shares,Canada,Ontario
KHRNF,KHIRON LIFE SCIENCES CORP,OTCQX International,0.278675,-2.033700,1114549,Foreign Ordinary Shares,Canada,Ontario
MMNFF,MEDMEN ENTPRS B SUB VTG,OTCQX International,0.140700,-8.338800,9818984,Foreign Ordinary Shares,Canada,British Columbia
CXXIF,C21 INVESTMENTS INC ORD,OTCQX International,1.230000,12.844000,355506,Foreign Ordinary Shares,Canada,British Columbia
RWBYF,RED WHITE & BLOOM BRANDS,OTCQX International,0.567600,11.206900,638950,Foreign Ordinary Shares,Canada,British Columbia
AUMBF,1911 GOLD CORP,OTCQX International,0.419910,5.505000,196866,Foreign Ordinary Shares,Canada,British Columbia
EEVVF,EVE & CO INC ORD,OTCQX International,0.035000,-11.616200,53816,Foreign Ordinary Shares,Canada,Ontario
ADVZF,ADVENTUS MNG CORP,OTCQX International,0.711750,4.826400,13840,Foreign Ordinary Shares,Canada,Ontario
TAALF,TAAL DISTRIBUTD INFO TECH,OTCQX International,1.710000,3.148800,10183,Foreign Ordinary Shares,Canada,British Columbia
MEDIF,MEDIPHARM LABS CORP,OTCQX International,0.440000,-2.222200,263975,Foreign Ordinary Shares,Canada,Ontario
FLOOF,FLOWER ONE HOLDINGS INC,OTCQX International,0.110000,-4.264600,235645,Foreign Ordinary Shares,Canada,Ontario
ROMJF,RUBICON ORGANICS INC,OTCQX International,2.375010,-13.636000,17376,Foreign Ordinary Shares,Canada,British Columbia
NXGWF,NEXT GREEN WAVE,OTCQX International,0.264450,-0.880800,385195,Foreign Ordinary Shares,Canada,British Columbia
LUMIF,LUMINEX RES CORP,OTCQX International,0.537630,2.876000,55578,Foreign Ordinary Shares,Canada,British Columbia
FLMMF,FILO MINING CORP,OTCQX International,1.610000,6.622500,857,Foreign Ordinary Shares,Canada,British Columbia
CRTPF,CARDIOL THERAPEUTICS INC,OTCQX International,2.140000,0.065500,22948,Foreign Ordinary Shares,Canada,Ontario
BILZF,IGNITE INTL BRANDS LTD,OTCQX International,0.505000,3.657800,46582,Foreign Ordinary Shares,Canada,Ontario
PCLOF,PHARMACIELO LTD,OTCQX International,1.627700,21.465300,333046,Foreign Ordinary Shares,Canada,Ontario
THBRF,THUNDERBIRD ENTRTNMT GRP,OTCQX International,2.400000,,0,Foreign Ordinary Shares,Canada,British Columbia
FFLWF,FIRE & FLOWERS HLDG CORP,OTCQX International,0.722800,1.374500,83482,Foreign Ordinary Shares,Canada,Ontario
