symbol	company	yayk	nayk	mayk	yay	nay	may	desc
ORN	Orion Group Holdings Inc	1	5	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@8b63a346	clojure.lang.LazySeq@86da3fbe	Orion Group Holdings, Inc. operates as a specialty construction company in the building, industrial, and infrastructure sectors in the continental United States, Alaska, Canada, and the Caribbean Basin. It operates in two segments, Marine and Concrete. The company provides various marine construction services, including construction, restoration, dredging, maintenance, and repair of marine transportation facilities and pipelines, bridges and causeways, and marine environmental structures. Its marine transportation facility projects comprise public port facilities; cruise ship port facilities; private terminals; special-use navy terminals; recreational use marinas and docks; and other marine-based facilities. The company also offers on-going maintenance and repair, inspection, emergency repair, and demolition and salvage services to marine transportation facilities. Its marine pipeline service projects consist of the installation and removal of underwater buried pipeline transmission lines; installation of pipeline intakes and outfalls for industrial facilities; construction of pipeline outfalls for wastewater and industrial discharges; river crossing and directional drilling; creation of hot taps and tie-ins; and inspection, maintenance, and repair services. The company's bridge and causeway projects include the construction, repair, and maintenance of overwater bridges and causeways, as well as the development of fendering systems in marine environments; and marine environmental structures used for erosion control, wetlands creation, and environmental remediation. The company also offers specialty services, such as design, salvage, demolition, surveying, towing, diving and underwater inspection, excavation, and repair services. In addition, it provides light commercial, structural, and other concrete construction services. Orion Group Holdings, Inc. was founded in 1994 and is headquartered in Houston, Texas.
OSB	Norbord Inc	1	0	0	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Norbord Inc. manufactures and sells wood-based panels for retail chains, contractor supply yards, and industrial manufacturers primarily in North America and Europe. The company offers oriented strand boards for use in sheathing, flooring, and roofing in home construction applications; particleboards that are used in flooring and other construction applications; and medium density fiberboards for use in cabinet doors, moldings, and interior wall paneling applications, as well as related value-added products for use in the construction of new homes, and renovation and repair of existing structures. It markets its products under the Durastrand pointSIX, Pinnacle, Stabledge, TruFlor pointSIX and TruFlor, Rimboard, SteadiTred, QuakeZone, Tallwall, Trubord and Windstorm, SolarBord, TruDeck, StableDec, SterlingOSB, Caberwood MDF, Conti, and Caberboard brand names. The company was formerly known as Nexfor Inc. and changed its name to Norbord Inc. in June 2004. Norbord Inc. was founded in 1987 and is headquartered in Toronto, Canada.
OSH	Oak Street Health Inc	1	0	1	clojure.lang.LazySeq@8099ee9b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Oak Street Health, Inc., through its subsidiaries, offers healthcare services to the patients in the United States. The company operates primary care centers for Medicare beneficiaries. As of September 30, 2020, it operated 67 centers in Illinois, Indiana, Michigan, North Carolina, Ohio, Pennsylvania, Rhode Island, Tennessee, and Texas. The company was founded in 2012 and is headquartered in Chicago, Illinois.
PAC	Grupo Aeroportuario Del Pacifico	1	0	0	clojure.lang.LazySeq@f640e59b	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Grupo Aeroportuario del PacÃ­fico, S.A.B. de C.V. develops, manages, and operates airports primarily in Mexico's Pacific region. It has 12 airports in Guadalajara, Puerto Vallarta, Tijuana, San Jose del Cabo, Guanajuato (BajÃ­o), Hermosillo, Mexicali, Los Mochis, La Paz, Manzanillo, Morelia, and Aguascalientes, as well as 2 international airports in Jamaica. The company was incorporated in 1998 and is headquartered in Guadalajara, Mexico.
PBF	PBF Energy Inc	1	9	6	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@9d251de6	clojure.lang.LazySeq@65910ae1	PBF Energy Inc., together with its subsidiaries, engages in refining and supplying petroleum products. The company operates in two segments, Refining and Logistics. It produces gasoline, ultra-low-sulfur diesel, heating oil, diesel fuel, jet fuel, lubricants, petrochemicals, and asphalt, as well as unbranded transportation fuels, petrochemical feedstocks, blending components, and other petroleum products. The company sells its products in Northeast, Midwest, Gulf Coast, and West Coast of the United States, as well as in other regions of the United States, Canada, and Mexico. It also offers various rail, truck, and marine terminaling services, as well as pipeline transportation and storage services. The company owns and operates five oil refineries and related assets. PBF Energy Inc. was founded in 2008 and is based in Parsippany, New Jersey.
PEN	Penumbra Inc	1	0	2	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@bb52c600	Penumbra, Inc. designs, develops, manufactures, and markets medical devices in the United States, Europe, Canada, Australia, Japan, and internationally. The company offers aspiration based thrombectomy systems and accessory devices, including revascularization device for mechanical thrombectomy, such as Penumbra System under the Penumbra JET, ACE, 3D Revascularization Device, and Penumbra ENGINE brands, as well as components and accessories; neurovascular embolization coiling systems to treat patients with various sizes of aneurysms and other neurovascular lesions under the Penumbra Coil 400, POD400, PAC400, and Penumbra SMART Coil brand names; and neurovascular access systems designed to provide intracranial access for use in a range of neurovascular therapies under the Neuron, Neuron MAX, Select, BENCHMARK, DDC, and PX SLIM brands. It also provides neurosurgical aspiration tools for the removal of tissue and fluids under the Artemis Neuro Evacuation Device brand; rehabilitation tools that displays and tracks upper-extremity rehabilitation exercises under the REAL Immersive System brand name; aspiration-based thrombectomy systems for vascular applications under the Indigo System brand; and detachable embolic coil systems for peripheral embolization under the Ruby Coil and Ruby LP brand names. In addition, the company offers microcatheter for the delivery of detachable coils and occlusion devices under the LANTERN brand; and detachable, microcatheter-deliverable occlusion devices designed primarily to occlude peripheral vessels under the POD (Penumbra Occlusion Device) brand name, as well as a complementary device for use with Ruby Coil and POD for vessel occlusion under the Packing Coil and POD Packing Coil brands. The company sells its products through direct sales organizations and distributors. Penumbra, Inc. was founded in 2004 and is headquartered in Alameda, California.
PFGC	Performance Food Group Company	1	7	3	clojure.lang.LazySeq@ed8dccff	clojure.lang.LazySeq@a305b025	clojure.lang.LazySeq@53a2d95	Performance Food Group Company, through its subsidiaries, markets and distributes food and food-related products in the United States. It operates in two segments, Foodservice and Vistar. The company offers a range of frozen foods, including meats, fully prepared appetizers and entrees, fruits, vegetables, and desserts; canned and dry foods; fresh meats; dairy products; beverage products; imported specialties; fresh produce; and candy, snack, and other products, as well as beef, seafood, shortenings and oils, baked goods, salad dressings, teas and cocoas, pork, and others. It also supplies various non-food items, such as paper products comprising pizza boxes, disposable napkins, plates, and cups; tableware that include china and silverware; cookware, which comprise pots, pans, and utensils; restaurant and kitchen equipment and supplies; cigarettes and other tobacco products; and cleaning supplies. In addition, the company offers value-added services related to foodservice distribution, including electronic order-taking, payment, and other Internet based services; various reports and other data, menu planning advice, food safety training, and assistance in inventory control, as well as access to various third-party services designed to add value to its customers' businesses. It serves independent and chain restaurants, schools, business and industry locations, hospitals, vending distributors, office coffee service distributors, retailers, theaters, convenience stores, and hospitality providers, as well as franchises and other institutional customers. The company markets and distributes approximately 200,000 food and food-related products from 109 distribution centers to approximately 200,000 customer locations. Performance Food Group Company was founded in 1885 and is headquartered in Richmond, Virginia.
PIPR	Piper Jaffray Companies	1	0	2	clojure.lang.LazySeq@f44527cc	clojure.lang.LazySeq@1	clojure.lang.LazySeq@272961d8	Piper Sandler Companies operates as an investment bank and institutional securities firm that serves corporations, private equity groups, public entities, non-profit entities, and institutional investors in the United States and internationally. The company offers investment banking and institutional sales, trading, and research services for various equity and fixed income products. It provides advisory services, such as mergers and acquisitions, equity private placements, and debt and restructuring advisory; raises capital through equity and debt financings; underwrites debt issuances; and offers municipal financial advisory and loan placement services, as well as various over-the-counter derivative products. The company also offers public finance investment banking services that focus on state and local governments, and cultural and social service non-profit entities, as well as the education, healthcare, hospitality, senior living, and transportation sectors. In addition, it provides equity and fixed income advisory and trade execution services for institutional investors, and government and non-profit entities. Further, the company is involved in the alternative asset management funds in merchant banking, energy, and senior living to invest firm capital and to manage capital from outside investors, as well as trading activities. The company was formerly known as Piper Jaffray Companies and changed its name to Piper Sandler Companies in January 2020. Piper Sandler Companies was founded in 1895 and is headquartered in Minneapolis, Minnesota.
PKG	Packaging Corp of America	1	1	1	clojure.lang.LazySeq@5d2f433	clojure.lang.LazySeq@3313ea	clojure.lang.LazySeq@86da3fbe	Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products in the United States. The company operates through Packaging and Paper segments. The Packaging segment offers various containerboard and corrugated packaging products, such as conventional shipping containers used to protect and transport manufactured goods; multi-color boxes and displays that help to merchandise the packaged product in retail locations; and honeycomb protective packaging products, as well as packaging for meat, fresh fruit and vegetables, processed food, beverages, and other industrial and consumer products. This segment sells its corrugated products through a direct sales and marketing organization, independent brokers, and distribution partners. The Paper segment manufactures and sells commodity and specialty papers, as well as communication-based papers, such as cut-size office papers, and printing and converting papers. This segment sells white papers through its sales and marketing organization. Packaging Corporation of America was founded in 1867 and is headquartered in Lake Forest, Illinois.
PKX	Posco ADR	1	1	5	clojure.lang.LazySeq@3568f8	clojure.lang.LazySeq@2eadb6	clojure.lang.LazySeq@dbec8fa7	POSCO manufactures and sells steel rolled products and plates in South Korea and internationally. It operates through four segments: Steel, Construction, Trading, and Others. The company offers hot and cold rolled steel, stainless steel, plates, wire rods, and silicon steel sheets. It also plans, designs, and constructs industrial plants, civil engineering projects, and commercial and residential buildings; exports and imports steel products and raw materials; and generates electricity; produces gas and refuse derived fuel, as well as provides network and system integration, and logistics services. In addition, the company is involved in the engineering and construction; computer hardware and software distribution; economic research and consulting; business facility maintenance; architecture and consulting; investment in venture, energy, and bio tech industries; electronic commerce; intellectual property services and consulting; refractories and quicklime manufacturing and sales; transporting and warehousing; real estate development, rental, sale, and management; house and train manufacturing and management; and education and real estate business. Further, it engages in the resource development; mine development; business facility maintenance; fuel cell; iron ore and coal sales; and cargo handling business, as well as operates housing business agency. Additionally, the company manufactures and sells coated steel and steel byproduct, anode material, and textile products. It also engages in loading and unloading; IT service and DVR; electric control engineering; forest resources development; wastewater treatment operation and maintenance; refractory materials sales and furnace maintenance; rice processing; grain sales; packing materials manufacturing; and social enterprise businesses. POSCO was founded in 1968 and is headquartered in Pohang, South Korea.
PM	Philip Morris International Inc	1	3	4	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@a894002e	clojure.lang.LazySeq@ecff4196	Philip Morris International Inc., through its subsidiaries, manufactures and sells cigarettes, other nicotine-containing products, smoke-free products, and related electronic devices and accessories. The company offers IQOS smoke-free products, including heated tobacco and nicotine-containing vapor products under the HEETS, HEETS Marlboro, and HEETS FROM MARLBORO brands, as well as the Marlboro HeatSticks and Parliament HeatSticks brands. It also sells its products under the Marlboro, Parliament, Bond Street, Chesterfield, L&M, Lark, and Philip Morris brands. In addition, the company owns various cigarette brands, such as Dji Sam Soe, Sampoerna A, and Sampoerna U in Indonesia; and Fortune and Jackpot in the Philippines. It markets and sells its products in the European Union, Eastern Europe, the Middle East, Africa, South and Southeast Asia, East Asia, Australia, Latin America, and Canada. Philip Morris International Inc. was incorporated in 1987 and is headquartered in New York, New York.
PMO	Putnam Muni Opportunities Trust	1	0	3	clojure.lang.LazySeq@6bac536	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d3bdb389	Putnam Municipal Opportunities Trust is a closed ended fixed income mutual fund launched and managed by Putnam Investment Management, LLC. The fund is co-managed by Putnam Investments Limited. It invests in fixed income markets of United States. The fund invests in companies operating across healthcare, utilities, transportation, water and sewer, and housing sectors. Putnam Municipal Opportunities Trust was formed in 1993 and is domiciled in United States.
PNF	Pimco New York Muni	1	0	2	clojure.lang.LazySeq@6bac536	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3576a02b	PIMCO New York Municipal Income Fund is a closed ended fixed income mutual fund launched and managed by Allianz Global Investors Fund Management LLC. It is co-managed by Pacific Investment Management Company LLC. The fund invests in fixed income markets. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in municipal securities. The fund's investment portfolio includes investments in hospital, water and sewer, tobacco, state and local general obligations, education, lease, tax, and power sectors. PIMCO New York Municipal Income Fund was formed on June 29, 2001 and is domiciled in United States.
PNW	Pinnacle West Capital Corp	1	2	0	clojure.lang.LazySeq@688a5e0	clojure.lang.LazySeq@5a8b6dc	clojure.lang.LazySeq@1	Pinnacle West Capital Corporation, through its subsidiary, Arizona Public Service Company, provides retail and wholesale electric services primarily in the state of Arizona. The company generates, transmits, and distributes electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities consist of approximately 6,192 pole miles of overhead lines and approximately 49 miles of underground lines; and distribution facilities comprise approximately 11,191 miles of overhead lines and approximately 22,092 miles of underground primary cable. The company serves approximately 1.3 million customers. It owns or leases approximately 6,316 megawatts of regulated generation capacity. The company was incorporated in 1985 and is headquartered in Phoenix, Arizona.
POST	Post Holdings Inc	1	6	1	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@221771b1	clojure.lang.LazySeq@86da3fbe	Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through five segments: Post Consumer Brands, Weetabix, Foodservice, Refrigerated Retail, and BellRing Brands. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal and hot cereal products. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, cheese, sausages, and other refrigerated products to retail customers. The BellRing Brands segment markets and distributes ready-to-drink (RTD) protein shakes, other RTD beverages, powders, nutrition bars, and supplements. Post Holdings, Inc. sells its products primarily to grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers; military, e-commerce, and foodservice channels; discounters, wholesalers, and convenience stores; foodservice distributors, restaurant chains, and food manufacturers and processors; online and specialty retailers, supplement stores, and distributors; and food ingredient customers. The company was founded in 1895 and is headquartered in St. Louis, Missouri.
PRA	Pro-Assurance Corp	1	0	2	clojure.lang.LazySeq@f44527cc	clojure.lang.LazySeq@1	clojure.lang.LazySeq@67e35fd4	ProAssurance Corporation, through its subsidiaries, provides property and casualty insurance, and reinsurance products in the United States. The company operates through five segments: Specialty Property and Casualty, Workers' Compensation Insurance, Segregated Portfolio Cell Reinsurance, and Lloyd's Syndicate. It offers professional liability insurance for healthcare professionals and facilities; professional liability insurance for attorneys; liability insurance for medical technology and life sciences risks; and workers' compensation insurance, such as guaranteed cost policies, policyholder dividend policies, retrospectively rated policies, and deductible policies, as well as alternative market solutions that include program design, fronting, claims administration, risk management, SPC rental, asset management, and SPC management services for employers, groups, and associations. The company also participates in Lloyd's of London Syndicate 1729, which underwrites property and casualty insurance, and reinsurance; and Syndicate 6131 that underwrites contingency and specialty property insurance. ProAssurance Corporation markets its products through independent agencies and brokers, as well as an internal sales force. The company was founded in 1976 and is headquartered in Birmingham, Alabama.
PRI	Primerica Inc	1	0	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Primerica, Inc., together with its subsidiaries, provides financial products to middle income households in the United States and Canada. The company operates in three segments: Term Life Insurance; Investment and Savings Products; and Corporate and Other Distributed Products. It underwrites individual term life insurance products. The company also provides mutual funds and various retirement plans, managed investments, variable and fixed annuities, fixed indexed annuities, and segregated funds. In addition, it offers auto and homeowners' insurance, home automation solutions, and mortgage loans; ID theft defense services; and insurance products, including supplemental medical and dental, accidental death, and disability for small businesses. Further, the company provides prepaid legal services that assist subscribers with legal matters, such as drafting wills, living wills and powers of attorney, trial defense, and motor vehicle-related matters. It distributes and sells its products through licensed sales representatives. Primerica, Inc. was founded in 1927 and is headquartered in Duluth, Georgia.
PRT	Permrock Royalty Trust Trust Units	1	2	1	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@354d8771	clojure.lang.LazySeq@7bfc1ec7	PermRock Royalty Trust owns 80% net profits interest in the oil and natural gas production properties acquired by Boaz Energy II, LLC in Permian Basin, Texas. Its underlying properties consist of 22,997 net acres, which include 2,434 net acres on the Central Basin Platform of the Permian Basin in Hockley and Terry counties, Texas; 1,667 net acres on the Central Basin Platform of the Permian Basin in Terry and Cochran counties, Texas; 14,727 net acres on the Eastern Shelf of the Permian Basin in Glasscock, Schleicher, Stonewall, and Coke counties, Texas; and 4,169 net acres on the Central Basin Platform of the Permian Basin in Ward, Crane, Terry, and Ector counties, Texas. The company was founded in 2017 and is based in Fort Worth, Texas.
PRU	Prudential Financial Inc	1	1	3	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@556423ef	clojure.lang.LazySeq@a7ab78cd	Prudential Financial, Inc., through its subsidiaries, provides insurance, investment management, and other financial products and services. It operates through eight segments: PGIM, Retirement, Group Insurance, Individual Annuities, Individual Life, Assurance IQ, International Businesses, and Closed Block. The company offers asset management public and private fixed income, public equity and real estate, commercial mortgage origination and servicing, and mutual funds and other retail services to institutional, private, and sub-advisory clients, as well as to insurance company separate accounts, government sponsored entities, and the general account. It provides a range of retirement investment, and income products and services to retirement plan sponsors in the public, private, and not-for-profit sectors; and group life, long-term and short-term group disability, and group corporate-, bank-, and trust-owned life insurance in the United States, primarily to institutional clients for use in connection with employee plans and affinity groups. The company develops and distributes individual variable and fixed annuity products, principally to the mass affluent and affluent markets; and individual variable, term, and universal life insurance products to the mass middle, mass affluent, and affluent markets in the United States. It also offers individual life insurance, retirement, and related products to the mass affluent and affluent markets in Japan, Korea, and other foreign countries, as well as middle income and mass affluent markets. In addition, the company provides third-party life, health, Medicare, and property and casualty products to retail shoppers through its digital and independent agent channels. It offers its products and services to individual and institutional customers through its proprietary and third-party distribution networks. The company was founded in 1875 and is headquartered in Newark, New Jersey.
PSO	Pearson Plc	1	0	1	clojure.lang.LazySeq@9b27d06d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@9be7852b	Pearson plc provides educational products and services to governments, educational institutions, corporations, and professional bodies worldwide. The company operates through North America, Core, and Growth segments. It offers courseware services, including curriculum materials provided in book form and/or through access to digital content; and assessments, such as test development, processing, and scoring services. The company also operates schools, colleges, and universities; and provides online learning services in partnership with universities and other academic institutions. In addition, it delivers and installs off-the-shelf software; and offers services to academic institutions, such as program development, student acquisition, education technology, and student support services, as well as undertakes contracts to process qualifying tests for individual professions and government departments under multi-year contractual arrangements. The company was founded in 1844 and is headquartered in London, the United Kingdom.
PSXP	Phillips 66 Partners LP	1	3	0	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@bd37ff72	clojure.lang.LazySeq@1	Phillips 66 Partners LP owns, operates, develops, and acquires midstream assets. It offers transportation, terminaling, processing, and storage and fractionation of refined petroleum products and natural gas liquids. The company was founded in 2013 and is headquartered in Houston, Texas. Phillips 66 Partners LP operates as a subsidiary of Phillips 66.
PUMP	Propetro Holding Corp	1	8	0	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@7d6dca0f	clojure.lang.LazySeq@1	ProPetro Holding Corp., an oilfield services company, provides pressure pumping and other related services. The company offers hydraulic fracturing services; and a suite of well completion and production services, including cementing, acidizing, coiled tubing, flowback, and drilling services. It serves the upstream oil and gas companies engaged in the exploration and production of North American unconventional oil and natural gas resources in the Permian Basin. As of December 31, 2019, the company's fleet comprised 24 hydraulic fracturing units with 1,469,000 hydraulic horsepower. ProPetro Holding Corp. was founded in 2007 and is headquartered in Midland, Texas.
PVG	Pretium Res Inc	1	1	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@bffb786f	Pretium Resources Inc. acquires, explores for, and develops precious metal resource properties in the Americas. The company primarily explores for gold, silver, and copper deposits. Its principal project is the Brucejack project that consists of 4 mining leases and 6 mineral claims covering an area of 3,305.85 hectares located in northwestern British Columbia. It also owns 100% interest in the Snowfield project consisting of 1 mineral claim covering an area of 1,217 hectares located in northern British Columbia. The company was founded in 2010 and is headquartered in Vancouver, Canada.
PVL	Permianville Royalty Trust	1	2	0	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@354d8771	clojure.lang.LazySeq@1	Permianville Royalty Trust operates a statutory trust. It owns a net profits interest representing the right to receive 80% of the net profits from the sale of oil and natural gas production from properties located in Texas, Louisiana, and New Mexico. The company was formerly known as Enduro Royalty Trust and changed its name to Permianville Royalty Trust in September 2018. Permianville Royalty Trust was founded in 2011 and is based in Houston, Texas.
PZN	Pzena Investment Management Inc	1	0	1	clojure.lang.LazySeq@9b27d06d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Pzena Investment Management, Inc. is a publicly owned investment manager. The firm manages equity mutual funds for its clients. It invests in the public equity markets. Pzena Investment Management, Inc. was founded in 2007 and is based in New York City with additional offices in Melbourne, Australia and London, United Kingdom.
RA	Brookfield Real Assets Income Fund Inc	1	0	3	clojure.lang.LazySeq@670d1848	clojure.lang.LazySeq@1	clojure.lang.LazySeq@a7ab78cd	Brookfield Real Assets Income Fund Inc. is a closed ended fixed income mutual fund launched and managed by Brookfield Investment Management Inc. The fund is co-managed by Schroder Investment Management North America Inc. It invests in fixed income markets of the United States. The fund primarily invests in securities and other instruments of companies, which includes real estate securities, infrastructure securities, and natural resources securities. Brookfield Real Assets Income Fund Inc. was formed on December 2, 2016 and is domiciled in the United States.
RAD	Rite Aid Corp	1	9	1	clojure.lang.LazySeq@b735027b	clojure.lang.LazySeq@ef998472	clojure.lang.LazySeq@86da3fbe	Rite Aid Corporation, through its subsidiaries, operates a chain of retail drugstores in the United States. The company operates through two segments, Retail Pharmacy and Pharmacy Services. The Retail Pharmacy segment sells prescription drugs and an assortment of other merchandise, including over-the-counter medications, health and beauty aids, personal care items, cosmetics, household items, food and beverages, greeting cards, seasonal merchandise, and other every day and convenience products. It also operates retail clinics that provide treatment for common conditions; and provides preventative services, such as screenings, medical tests, immunizations, and basic physical exams. In addition, this segment offers healthcare coaching and disease management services. The Pharmacy Services segment provides pharmacy benefit management (PBM) services and a range of pharmacy-related services. This segment also performs prescription adjudication services for other PBMs; and offers integrated mail-order and specialty pharmacy services, as well as drug benefits under the federal government's Medicare Part D program. As of April 21, 2020, the company operated approximately 2,400 retail pharmacy locations in 18 states. Rite Aid Corporation was founded in 1927 and is headquartered in Camp Hill, Pennsylvania.
RELX	Relx Plc	1	0	1	clojure.lang.LazySeq@9b27d06d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@9be7852b	RELX PLC provides information-based analytics and decision tools for professional and business customers in North America, Europe, and internationally. It operates through four segments: Scientific, Technical & Medical; Risk & Business Analytics; Legal; and Exhibitions. The Scientific, Technical & Medical segment provides information and analytics that help institutions and professionals to progress in science and advance healthcare. The Risk & Business Analytics segment offers information-based analytics and decision tools that combine public and industry specific content with technology and algorithms to assist clients in evaluating and predicting risk. The Legal segment provides legal, regulatory, and business information and analytics that help customers in decision-making, as well as enhance the productivity. The Exhibitions segment is involved in the events business. The company was formerly known as Reed Elsevier PLC and changed its name to RELX PLC in July 2015. RELX PLC was incorporated in 1903 and is headquartered in London, the United Kingdom.
RENN	Renren Inc	1	4	5	clojure.lang.LazySeq@89bc6795	clojure.lang.LazySeq@8640e1f4	clojure.lang.LazySeq@93a418d	Renren Inc. sells used automobiles and related products in the People's Republic of China. The company also arranges financing options for customers through its financial services partners; provides credit financing to used automobile dealers; and sells new cars, as well as provides value-added services, such as warranties, insurance, and after-sale products and services. It offers vehicles of Audi, BMW, Mercedes-Benz, Land Rover, and Porsche brands at its in-store showrooms; and through Kaixin Auto app, as well as through other online vertical channels, such as Autohome and 58.com. In addition, the company develops Chime, a Software as a Solution platform that offers lead generation and customer relationship management solutions for real estate professionals; and provides customizable lead capture landing pages that offer multiple home value estimates in the United States. Further, it provides online and mobile services for the trucking industry in the United States. The company was formerly known as Oak Pacific Interactive and changed its name to Renren Inc. in December 2010. Renren Inc. was founded in 2002 and is headquartered in Beijing, the People's Republic of China.
RES	RPC Inc	1	11	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1c701363	clojure.lang.LazySeq@86da3fbe	RPC, Inc., through its subsidiaries, provides a range of oilfield services and equipment for the oil and gas companies involved in the exploration, production, and development of oil and gas properties. The company operates through Technical Services and Support Services segments. The Technical Services offers pressure pumping, fracturing, acidizing, cementing, downhole tools, coiled tubing, snubbing, nitrogen, well control, wireline, pump down, and fishing services that are used in the completion, production, and maintenance of oil and gas wells. The Support Services segment provides a range of rental tools, including blowout preventors, high pressure manifolds and valves, hevi-wate drill pipes, tubing products, production related rental tools, pumps, diverters, drill pipes, drill collars, handling tools, Coflexip hoses, and Wear Knot drill pipes that are used for onshore and offshore oil and gas well drilling, completion, and workover activities. This segment also offers oilfield pipe inspection, and pipe management and storage services; and oilfield training and consulting services. It operates in the United States, Africa, Canada, Argentina, China, Mexico, Eastern Europe, Latin America, the Middle East, and internationally. RPC, Inc. was founded in 1984 and is headquartered in Atlanta, Georgia.
REV	Revlon Inc	1	0	2	clojure.lang.LazySeq@41ddf02	clojure.lang.LazySeq@1	clojure.lang.LazySeq@2901c1	Revlon, Inc., through its subsidiaries, develops, manufactures, markets, distributes, and sells beauty and personal care products worldwide. The company's Relvon segment offers color cosmetics and beauty tools under the Revlon brand; and hair color under the Revlon ColorSilk and Revlon Professional brands. Its Elizabeth Arden segment markets, distributes and sells skin care products under the Elizabeth Arden Ceramide, Prevage, Eight Hour, SUPERSTART, Visible Difference, and Skin Illuminating brands; and fragrances under the Elizabeth Arden White Tea, Elizabeth Arden Red Door, Elizabeth Arden 5th Avenue, and Elizabeth Arden Green Tea brands. The company's Portfolio segment offers color cosmetics under the Almay and SinfulColors brands; men's grooming products under the American Crew brand; nail polishes, gel nail color, and nail enhancements under the CND brand; nail care products under the Cutex brand; anti-perspirant deodorants under the Mitchum brand; hair care products under the Creme of Nature; and hair color line under the Llongueras brand. Its Fragrances segment develops, markets, and distributes owned and licensed fragrances, as well as distributes prestige fragrance brands owned by third parties. This segment offers its products under the Juicy Couture, John Varvatos, AllSaints, Britney Spears, Elizabeth Taylor, Christina Aguilera, Jennifer Aniston, Mariah Carey, Curve, Giorgio Beverly Hills, Ed Hardy, Charlie, Lucky Brand, Â‹PSÂ›, Alfred Sung, Halston, Geoffrey Beene, and White Diamonds brands. The company sells its products through sales force, sales representatives, and independent distributors, as well as licenses its Revlon, The Elizabeth Arden, and Red Door trademarks to the manufacturers of complementary beauty-related products and accessories. Revlon, Inc. was founded in 1932 and is based in New York, New York.
REVG	Rev Group Inc	1	0	1	clojure.lang.LazySeq@77df130d	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	REV Group, Inc. designs, manufactures, and distributes specialty vehicles in the United States, Canada, Europe, Africa, the Middle East, the Latin America, the Caribbean, and internationally. It operates through three segments: Fire & Emergency, Commercial, and Recreation. The Fire & Emergency segment offers various fire apparatus and ambulance products for municipalities and private contractors. This segment sells its products primarily under the Emergency One, Kovatch Mobile Equipment, and Ferrara brands; and ambulances under the American Emergency Vehicles, Horton Emergency Vehicles, Leader Emergency Vehicles, Marque, McCoy Miller, Road Rescue, Wheeled Coach, and Frontline brands. The Commercial segment provides type A school buses, transit buses, terminal trucks, and sweepers. The segment sells its products directly, as well as through dealers primarily under the Collins Bus, Capacity, ENC, and Lay-Mor brands to governmental bodies, including municipalities, such as fire departments, school districts, hospitals, and the U.S. federal government. The Recreation segment offers motorized and towable recreational vehicles, and luxury coaches. This segment sells its vehicles under the American Coach, Fleetwood RV, Holiday Rambler, Renegade RV, Midwest, and Lance brands through dealers. The company also provides aftermarket parts and services. The company was formerly known as Allied Specialty Vehicles, Inc. and changed its name to REV Group, Inc. in November 2015. REV Group, Inc. is based in Brookfield, Wisconsin.
RICE	Rice Acquisition Corp Cl A	1	0	0	clojure.lang.LazySeq@26dd18	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Rice Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded in 2020 and is based in Carnegie, Pennsylvania.
