symbol	company	yayk	nayk	mayk	yay	nay	may	desc
MXO.AX	Matrix Oil	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Motio Limited provides advertising services for metro rail operators and outdoor media companies in Australia. It builds, installs, and maintains cross-track digital systems. The company was formerly known as XTD Limited and changed its name to Motio Limited in November 2020. The company is based in Perth, Australia. Motio Limited is a subsidiary of Lunalite International Pty Ltd.
MXR.AX	Maximus Resources Ltd	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@4f0c40af	Maximus Resources Limited, together with its subsidiaries, engages in the exploration and development of mineral properties in Australia. It primarily explores for gold, copper, nickel, and platinum group element deposits. The company holds an interest in the Spargoville project in the south of the regional mining center of Kalgoorlie. Maximus Resources Limited was incorporated in 2004 and is based in Eastwood, Australia.
MXT.AX	Mcp Master Income Trust	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Mcp Master Income Trust is based in Australia.
MYE.AX	Mastermyne Group Limited	0	1	8	clojure.lang.LazySeq@1	clojure.lang.LazySeq@2eadb6	clojure.lang.LazySeq@a2a08107	Mastermyne Group Limited provides contracting services to the underground long wall mining operations and industrial products and services in coalfields and supporting industries of Queensland and New South Wales, Australia. The company offers various mining services and equipment to the coal mining industry including, new mine development, mine operation, roadway development, conveyors, outbye, ventilation, secondary support, long wall relocations, polymeric emergency strata consolidation, production and ancillary equipment, and mining consumables. It also provides acrow props; cable-hanging brackets; geosorb, quick drive cement, road salt, and safe mark paints; pigtails and brackets, and structure and leg pins; dewatering products comprising snorebox, strainers, and suction strainers; poly droppers, poly sticks, and reflective streamers; spear and trickle dusters; and cable hanging crooks, life line products, and measuring sticks. In addition, the company offers nuts, pipe hanging brackets, pogo sticks and snap jacks, rollers, shoulder pipes and manifolds, ventilation products, visi clips, and webbing straps. Further, it provides training and consulting services; design and engineering services; and manages and maintains mining projects. Additionally, the company engages in machinery hire activities. Mastermyne Group Limited was founded in 1996 and is headquartered in Mackay, Australia.
MYL.AX	Myanmar Metals Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@34ab25bd	Myanmar Metals Limited, together with its subsidiaries, operates as a mineral exploration company in Myanmar. The company explores for lead, zinc, copper, and silver deposits. It owns a 51% interest in the Bawdwin polymetallic project located in Shan State, Myanmar. The company was formerly known as Top End Minerals Limited and changed its name to Myanmar Metals Limited in August 2017. Myanmar Metals Limited was incorporated in 2007 and is based in West Perth, Australia.
MYR.AX	Myer Holdings Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Myer Holdings Limited, together with its subsidiaries, operates department stores in Australia. The company offers men, women, beauty, kids and babies, home, entertainment, and gift products, as well as toys, It also provides customer loyalty programs. The company operates 60 stores under the Myer brand name. Myer Holdings Limited was founded in 1900 and is based in Docklands, Australia.
MYS.AX	Mystate Limited	0	2	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@ac847dc1	clojure.lang.LazySeq@e3952fc1	MyState Limited, through its subsidiaries, provides a range of financial products and services in Australia. It operates in two segments, Banking and Wealth Management. The company offers banking products and services, including transactional savings accounts; fixed term deposits; insurance products; home loans; personal, overdraft, lines of credit, and commercial products; residential and business banking services; and internet and mobile banking, savings and investment, and other services through its branch networks, digital channels, and third party channels. It also provides trustee services, such as estate planning, estate and trust administration, power of attorney, and corporate trustee services. In addition, the company offers wealth management services, such as managed fund investment, and portfolio administration and advisory services. MyState Limited was founded in 2009 and is based in Hobart, Australia.
MYX.AX	MYX	0	3	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d39e456f	clojure.lang.LazySeq@15eb07fe	Mayne Pharma Group Limited, a specialty pharmaceutical company, manufactures and sells branded and generic pharmaceutical products in Australia, the United States, Korea, and internationally. The company operates through four segments: Generic Products, Specialty Brands, Metrics Contract Services, and Mayne Pharma International. It also offers oral drug delivery systems; and contract development and manufacturing services to third-party customers. The company was formerly known as Halcygen Pharmaceuticals Limited and changed its name to Mayne Pharma Group Limited in November 2010. Mayne Pharma Group Limited was incorporated in 2005 and is based in Salisbury South, Australia.
N1H.AX	N1 Holdings Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	N1 Holdings Limited provides mortgage broking services to customers in Australia. The company offers home loans, including purchase and refinance; short term business loans for SME's; commercial lending products and services; and commercial property loans, as well as off-market lending services. It also provides car loan and equipment finance services; trustee services, such as information memorandum production, offer documents production, custody services, and fund administration and accounting services; and corporate advisory services. In addition, the company offers residential sales and property management services under the N1 Realty name; migration and education consultation services under the N1 Migration name; and fund management services under the N1 Venture name. Further, it provides peripheral services that include local and international recruitment, funding and financing, cross-border investment, and business operations setup services for business operations under the N1 Business Services name. Additionally, the company operates N1 Center, a financial and property services shop; and chengdai.com.au, an Australian mortgage products comparison site. It offers its home loans, business financing, commercial property loans, development site funding, and financial planning services under the N1 Loans name. The company was founded in 2011 and is headquartered in Sydney, Australia.
NAB.AX	National Australia Bank Ltd	0	0	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@4c2d29ff	National Australia Bank Limited provides financial services to individuals and businesses in Australia, New Zealand, and internationally. It operates through Business and Private Banking, Personal Banking, Corporate and Institutional Banking, and New Zealand Banking segments. It operates through Business and Private Banking; Personal Banking; Corporate and Institutional Banking; New Zealand Banking; Corporate Functions and Other; and MLC Wealth segments. The company accepts transaction accounts, savings accounts, deposit accounts, and term deposits; and specialized accounts, such as foreign currency, business interest, statutory trust, community free saver, farm management, and project bank accounts, as well as farm management deposits. National Australia Bank Limited also provides home loans; personal loans; business loans; vehicle and equipment finance; and trade and invoice finance, as well as business overdrafts and bank guarantees. In addition, the company offers insurance products consisting of car, home and content, landlord, travel, caravan and trailer, life, and business insurance products; and pension, superannuation, self-managed super funds, cash management, and financial planning and advisory services. Further, it provides investment products; credit, debit, and business cards; payments and merchant services; travel services; online and internet banking services; small business services; international and foreign exchange solutions; and industry specific banking services. National Australia Bank Limited was founded in 1834 and is based in Docklands, Australia.
NABPB.AX	National Australia Bank Limited	0	0	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@4c2d29ff	National Australia Bank Limited provides financial services to individuals and businesses in Australia, New Zealand, and internationally. It operates through Business and Private Banking, Personal Banking, Corporate and Institutional Banking, and New Zealand Banking segments. It operates through Business and Private Banking; Personal Banking; Corporate and Institutional Banking; New Zealand Banking; Corporate Functions and Other; and MLC Wealth segments. The company accepts transaction accounts, savings accounts, deposit accounts, and term deposits; and specialized accounts, such as foreign currency, business interest, statutory trust, community free saver, farm management, and project bank accounts, as well as farm management deposits. National Australia Bank Limited also provides home loans; personal loans; business loans; vehicle and equipment finance; and trade and invoice finance, as well as business overdrafts and bank guarantees. In addition, the company offers insurance products consisting of car, home and content, landlord, travel, caravan and trailer, life, and business insurance products; and pension, superannuation, self-managed super funds, cash management, and financial planning and advisory services. Further, it provides investment products; credit, debit, and business cards; payments and merchant services; travel services; online and internet banking services; small business services; international and foreign exchange solutions; and industry specific banking services. National Australia Bank Limited was founded in 1834 and is based in Docklands, Australia.
NABPD.AX	National Australia Bank Limited	0	0	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@4c2d29ff	National Australia Bank Limited provides financial services to individuals and businesses in Australia, New Zealand, and internationally. It operates through Business and Private Banking, Personal Banking, Corporate and Institutional Banking, and New Zealand Banking segments. It operates through Business and Private Banking; Personal Banking; Corporate and Institutional Banking; New Zealand Banking; Corporate Functions and Other; and MLC Wealth segments. The company accepts transaction accounts, savings accounts, deposit accounts, and term deposits; and specialized accounts, such as foreign currency, business interest, statutory trust, community free saver, farm management, and project bank accounts, as well as farm management deposits. National Australia Bank Limited also provides home loans; personal loans; business loans; vehicle and equipment finance; and trade and invoice finance, as well as business overdrafts and bank guarantees. In addition, the company offers insurance products consisting of car, home and content, landlord, travel, caravan and trailer, life, and business insurance products; and pension, superannuation, self-managed super funds, cash management, and financial planning and advisory services. Further, it provides investment products; credit, debit, and business cards; payments and merchant services; travel services; online and internet banking services; small business services; international and foreign exchange solutions; and industry specific banking services. National Australia Bank Limited was founded in 1834 and is based in Docklands, Australia.
NABPH.AX	NABPH	0	0	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@4c2d29ff	National Australia Bank Limited provides financial services to individuals and businesses in Australia, New Zealand, and internationally. It operates through Business and Private Banking, Personal Banking, Corporate and Institutional Banking, and New Zealand Banking segments. It operates through Business and Private Banking; Personal Banking; Corporate and Institutional Banking; New Zealand Banking; Corporate Functions and Other; and MLC Wealth segments. The company accepts transaction accounts, savings accounts, deposit accounts, and term deposits; and specialized accounts, such as foreign currency, business interest, statutory trust, community free saver, farm management, and project bank accounts, as well as farm management deposits. National Australia Bank Limited also provides home loans; personal loans; business loans; vehicle and equipment finance; and trade and invoice finance, as well as business overdrafts and bank guarantees. In addition, the company offers insurance products consisting of car, home and content, landlord, travel, caravan and trailer, life, and business insurance products; and pension, superannuation, self-managed super funds, cash management, and financial planning and advisory services. Further, it provides investment products; credit, debit, and business cards; payments and merchant services; travel services; online and internet banking services; small business services; international and foreign exchange solutions; and industry specific banking services. National Australia Bank Limited was founded in 1834 and is based in Docklands, Australia.
NAC.AX	Naos Absolute Opportunities Company Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	NAOS Ex-50 Opportunities Company Limited is a listed investment company launched and managed by NAOS Asset Management Limited. It seeks to invest in the public equity markets across the globe with a focus on Australia. It invests in the value stocks of small and mid-cap companies. NAOS Ex-50 Opportunities Company Limited is domiciled in Australia.
NAM.AX	Namoi Cotton Co-operative Ltd	0	1	12	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e2923ebf	clojure.lang.LazySeq@29cc96ac	Namoi Cotton Limited, together with its subsidiaries, engages in the ginning and marketing of cotton in Australia and Asia. The company operates 12 cotton gins in New South Wales and Queensland. It is also involved in the purchase of lint cotton from growers through various forward contracts; and trading and marketing of cottonseeds. In addition, the company procures various grain and pulse crops from growers, and sells into various markets in Australia and internationally; and provides cotton classing services to the cotton industry. Further, it engages in the sale and logistics of plastic waste from ginning activities. The company was formerly known as Namoi Cotton Co-operative Ltd and changed its name to Namoi Cotton Limited in October 2017. Namoi Cotton Limited was founded in 1962 and is based in Toowoomba, Australia.
NCC.AX	Naos Emerging Opportunities Company Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	NAOS Emerging Opportunities Company Limited is a closed-ended equity mutual fund launched and managed by Naos Asset Management Limited. The fund invests in public equity markets of Australia. It seeks to invest in stocks of companies that are operating across diversified sectors. The fund invests in value stocks of emerging companies outside the S&P/ASX 100 Accumulation Index. It employs long/short strategy to make its investments. The fund benchmarks the performance of its portfolio against the S&P/ASX Small Ordinaries Accumulation Index. It conducts in-house research to make its investments. NAOS Emerging Opportunities Company Limited was formed on November 6, 2012 and is domiciled in Australia.
NCK.AX	Nick Scali Ltd	0	1	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@aa1	clojure.lang.LazySeq@3e4ca82b	Nick Scali Limited, together with its subsidiaries, engages in sourcing and retailing of household furniture and related accessories in Australia and New Zealand. The company offers lounges, dining tables and chairs, armchairs, buffets/cabinets, TV units, coffee tables, consoles, bedroom furniture, mattresses and bases, rugs, mirrors, and pendants and lamps. It provides its products through a network of 58 stores, as well as online. Nick Scali Limited was incorporated in 1962 and is based in North Ryde, Australia.
NCL.AX	Netccentric Limited	0	1	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@aa1	clojure.lang.LazySeq@1	Netccentric Limited operates in the digital advertising sector primarily in Malaysia, Singapore, Thailand, and Taiwan. It operates Nuffnang, a blog advertising community that allows advertisers to promote their products or services across a network of approximately 950,000 targeted blogs; and Reelity.TV that produces online video content for advertisers for distribution through social networks. The company also operates Sashimi, a social media agency specializing in purchasing media, and monitoring and managing social media accounts for a range of advertisers; Plata & Punta, a performance marketing agency specializing in digital media trading; and Dejitaru, a social media agency specializing in advertising through digital content, communities, and influencers. In addition, it operates a platform that enables advertisers to engage social media influencers to promote their products and services; and mobile blogging applications. Further, the company is involved in the Web design and development activities. Netccentric Limited was founded in 2006 and is based in Singapore.
NCR.AX	Nucoal Resources Nl	0	2	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@5c72ac1	clojure.lang.LazySeq@e3952fc1	NuCoal Resources Limited explores for coal mines in Australia. The company holds a 100% interest in the Savoy Hill Coal project located in New South Wales. NuCoal Resources Limited was incorporated in 1993 and is based in Greenhills, Australia.
NCZ.AX	New Century Resources Limited	0	1	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@2eadb6	clojure.lang.LazySeq@f59389c2	New Century Resources Limited operates as a base metal development and production company in Australia and the United States. The company explores for zinc, lead, and coking coal deposits. It holds interests in the Century mine located in Queensland, Australia; and the Kodiak project located in Alabama. The company was formerly known as Attila Resources Limited and changed its name to New Century Resources Limited in July 2017. New Century Resources Limited was incorporated in 2010 and is based in Melbourne, Australia.
NEC.AX	Nine Entertainment Co Holdings Ltd	0	0	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@dcc16e3f	Nine Entertainment Co. Holdings Limited engages in the broadcasting and program production businesses across free to air television and metropolitan radio networks in Australia. It operates through Broadcasting, Digital and Publishing, Domain Group, and Stan segments. The company provides television services under the brands, including Channel 9, 9Rush, 9Go!, 9Gem, and 9Life; video on demand platform under 9Now brand; talkback radio stations under 2GB, 3AW, 4BC, 6PR, 2UE, 4BH, 6GT, Magic1278 brands; and publishes newspapers, news-inserted magazines, and events, as well as nine.com.au, a site of news, sport, entertainment, and lifestyle content. It offers mastheads under the The Sydney Morning Herald, The Age, and The Australian Financial Review brands. The company also provides real estate media and technology services. Nine Entertainment Co. Holdings Limited was founded in 1956 and is headquartered in North Sydney, Australia.
NET.AX	Netlinkz Limited	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e10556	clojure.lang.LazySeq@e3952fc1	Netlinkz Limited provides cloud network solutions in Australia, New Zealand, and China. The company provides Virtual Invisible Network based software that allows organizations to connect over a mesh-network. It also provides secure networking consulting services to its resellers, partners and customers; and design and execution of secure network migration and deployment services. In addition, the company engages in the sale, licensing, and support of network security solutions. It sells its products through reseller primarily in Wuxi. The company was formerly known as iWebGate Limited and changed its name to Netlinkz Limited in October 2016. Netlinkz Limited was founded in 2004 and is based in Darlinghurst, Australia.
NEU.AX	Neuren Pharmaceuticals Ltd	0	3	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@f4fefe72	clojure.lang.LazySeq@9e0b2c30	Neuren Pharmaceuticals Limited, a biopharmaceutical company, develops drugs for the treatment of neurological disorders. Its lead product is trofinetide, which is in Phase III clinical trial for the treatment of Rett syndrome, as well as is in Phase II clinical trial to treat Fragile X syndrome. The company also develops NNZ-2591 that is in preclinical development for the treatment of Phelan-McDermid, Angelman, and Pitt Hopkins syndromes. In addition, it provides development services; and holds loan funded shares. Neuren Pharmaceuticals Limited was incorporated in 1993 and is based in Camberwell, Australia.
NGE.AX	New Guinea Energy Ltd	0	0	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@b0ce707	NGE Capital Limited operates as an investment company in Australia. It invests in listed and unlisted securities. The company was formerly known as New Guinea Energy Limited and changed its name to NGE Capital Limited in June 2017. NGE Capital Limited was founded in 2005 and is based in Melbourne, Australia.
NGI.AX	Navigator Global Investments Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	HFA Holdings Limited operates as a fund management company in Australia. The company, through its subsidiaries, offers open-ended products and structured products to retail, wholesale, and institutional investors. HFA Holdings is based in Sydney, Australia.
NIC.AX	Nickel Mines Limited	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Nickel Mines Limited produces nickel pig iron used in the production of stainless steel. It holds an 80% interest in the Hengjaya Mineralindo Nickel Mine that covers an area of 6,249 hectares located in the Morowali Regency of Central Sulawesi, Indonesia. It also holds 60% interest in Ranger Nickel. The company was incorporated in 2007 and is based in Sydney, Australia.
NME.AX	Nex Metals Exploration Ltd	0	2	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@4f0c40af	Nex Metals Explorations Limited engages in the exploration and mining of mineral properties. It explores for gold, copper, and nickel ores. The company owns interests in the Yundamindera and the Kookynie gold projects located in the Eastern Goldfields, Western Australia. Nex Metals Explorations Limited was incorporated in 2007 and is based in Osborne Park, Australia.
NML.AX	Navarre Minerals Limited	0	5	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@433b40ff	clojure.lang.LazySeq@e3952fc1	Navarre Minerals Limited engages in the exploration of mineral properties in Australia. It primarily explores for copper, gold, and silver, as well as volcanic massive sulphide deposits. The company owns 100% interests in the Stawell Corridor gold and Western Victoria copper projects located in western Victoria; and the Tandarra gold project in central Victoria. It also owns a 100% interest in the St Arnaud gold project located in western Victoria and Jubilee gold project. Navarre Minerals Limited was incorporated in 2007 and is based in Stawell, Australia.
NMR.AX	Nimrodel Resources Ltd	0	1	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@af1ca97f	Native Mineral Resources Holdings Limited explores for and develops mineral properties. The company primarily explores for copper, gold, zinc, and precious and base metal deposits. Its principal exploration asset is Palmerville project that includes nine tenements covering an area of approximately 1,820 square kilometers located in North Queensland. The company was incorporated in 2020 and is based in Port Macquarie, Australia.
NNT.AX	99 Technology Limited	0	3	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@90b8b0f	clojure.lang.LazySeq@8a27ae61	99 Technology Limited, an investment holding company, provides consumer engagement technology and solutions in the People's Republic of China. The company offers various mobile solutions based on virtual products and big data analysis, including 99 Marketplace that offers virtual products on standardized and tailor-made M-commerce platforms; business procurement tools; integrated marketing solutions; and customer behavior data analysis. It also provides scene-based and customized cloud-based solutions and services, such as rewards redemptions, online insurance, insurance supply chain management, employee benefits, and loyalty marketing programs for business partners, distribution channels, and employees. The company was formerly known as 99 Wuxian Limited and changed its name to 99 Technology Limited in April 2020. 99 Technology Limited was founded in 2013 and is based in Shanghai, the People's Republic of China.
NOR.AX	Norwood Systems Limited	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Norwood Systems Limited provides voice, messaging, data, and cyber security services to consumers, enterprises, and carriers worldwide. The company offers enterprise solutions, including mobile cost management that enable bring your own device platform to realize telecommunication capabilities; CRM Auto-Capture provides data on all business-related calls and texts instantly; and compliance management that assists organizational communications where sharing sensitive information is prevalent, as well as enables metadata and deep data collection on communication events through Corona Cloud platform. It also provides SecondLine, an app to Separate personal and professional personas; World Phone, a virtual phone app; World Message, an app for messaging; World Wi-Fi, an app to find Wi-Fi hotspots; World Secure, a Wi-Fi Cyber-security app; and World Voicemail, a visual voicemail app. The company was founded in 2011 and is based in Nedlands, Australia.
NOX.AX	Noxopharm Limited	0	2	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@b6d89e21	clojure.lang.LazySeq@e3952fc1	Noxopharm Limited, a drug development company, focuses on the research and development of drugs to enhance radiotherapy in Australia and internationally. It primarily develops Veyonda, an adjuvant therapy in chemotherapy and radiotherapy for the treatment of late-stage cancers. The company also focuses on developing NYX-330, a PCSK9-inhibitor and LDL-cholesterol-lowering drug; NYX-104, a neuroprotectant that protects the brain from further damage after stroke and traumatic brain injury; and NYX-205, an anti-inflammatory drug for the treatment of nerve tissue inflammation. In addition, it develops anti-autoimmune drugs, such as IRAK4 and TPL2 inhibitors; and LuPIN for the combined therapy of Veyonda and 177Lu-PSMA-617. Noxopharm Limited has a partnership with Hudson Institute of Medical Research and a collaboration with The Australian National University to develop a better treatment for septic shock. The company was incorporated in 2015 and is based in Gordon, Australia.
NPM.AX	Newpeak Metals Limited	0	7	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@c99fe937	clojure.lang.LazySeq@e3952fc1	NewPeak Metals Limited, a mineral resource company, explores for and evaluates gold properties in Finland, New Zealand, and Argentina. Its project portfolio includes the Las OpeÃ±as Gold project covering an area of  1,462 hectares located in the north-western region of San Juan province, Argentina; and Cachi Gold project covering an area of 46,892 hectares lease package located in the central-western region of Santa Cruz province, Argentina. The company also has an option to acquire 100% interest in the Tampere Gold Project covering a total area of 286 hectares located in Finland; and holds interest in the Bergslagen Tungsten Project covering a total area of 11,012 hectares located near the city of GrÃ¤ngesberg, Sweden. In addition, it owns approximately 29.7% interest in Lakes Oil NL of petroleum assets located in Victoria, Queensland, South Australia, and Papua New Guinea. The company was formerly known as Dark Horse Resources Limited and changed its name to NewPeak Metals Limited in September 2020. NewPeak Metals Limited was incorporated in 1995 and is based in Brisbane, Australia.
NRX.AX	Noronex Limited	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@2eadb6	clojure.lang.LazySeq@e3952fc1	Noronex Limited, a mineral exploration company, engages in identifying exploration projects in Australia. It primarily holds interests in the Consuelo project that comprises three coal exploration permits located in the Bowen Basin of Queensland. The company was formerly known as Lustrum Minerals Limited and changed its name to Noronex Limited in November 2020. Noronex Limited was incorporated in 2015 and is based in Subiaco, Australia.
NSB.AX	Neuroscientific Biopharmaceuticals Ltd	0	0	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e8313c7d	NeuroScientific Biopharmaceuticals Limited develops diagnostic and therapeutic treatments for neurodegenerative diseases through preclinical studies of patented technologies. The company's lead drug candidates include EmtinB for treatment of neurodegenerative dementia and Alzheimer's disease, and degenerative conditions of the optic nerve. NeuroScientific Biopharmaceuticals Limited was incorporated in 2002 and is based in Cottesloe, Australia.
NSC.AX	Naos Small Cap Opportunities Company Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Contango MicroCap Limited is a closed-ended equity mutual fund launched and managed by Contango Asset Management Limited. The fund invests in the public equity markets of Australia. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in stocks of micro-cap companies having market capitalization between AUD$30 million and $350 million. It employs fundamental analysis with a focus on top-down and bottom-up investment approach to make its investments. The fund benchmarks the performance of its portfolio against the ASX All Ordinaries Accumulation Index. Contango MicroCap Limited was formed on January 14, 2004 and is domiciled in Australia.
NSE.AX	New Standard Energy Ltd	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@b074a509	New Standard Energy Limited explores for oil and gas properties. The company was founded in 1995 and is based in Perth, Australia.
NSM.AX	North Stawell Minerals Ltd	0	2	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@60183e1	clojure.lang.LazySeq@8f34dbdb	North Stawell Minerals Limited engages in the exploration and development of gold deposits in Australia. The company holds a portfolio of 550 square kilometers of prospective tenements and tenement applications to the north of the Stawell Gold Mine. Its projects include Wildwood Prospect (retention license 7051), Barrabool (exploration license or EL 5443), and Glenorchy Tenement (EL6156); and Germania (ELA7325Â–under application) and Deep Lead (ELA7324-under application). The company was incorporated in 2019 and is based in South Yarra, Australia.
NSR.AX	National Storage Reit	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	National Storage is the largest self-storage provider in Australia and New Zealand, with 194 centres providing tailored storage solutions to over 70,000 residential and commercial customers. NSR is the first independent, internally managed and fully integrated owner and operator of self-storage centres to be listed on the Australian Securities Exchange (ASX).
NST.AX	Northern Star Resources Ltd	0	1	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@477c3e71	Northern Star Resources Limited engages in the exploration, development, mining, processing, and sale of gold deposits in Australia. The company holds interests in the Pogo, Jundee, and Kalgoorlie operations, as well as Paulsens and Tanami projects. It operates in Western Australia, the Northern Territory, and Alaska. The company was founded in 2000 and is based in Subiaco, Australia.
NSX.AX	X Ltd	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	NSX Limited operates the National Stock Exchange of Australia Limited. The company engages in the trading and settlement activities. NSX Limited was founded in 1937 and is based in Sydney, Australia.
NTD.AX	National Tyre & Wheel Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	National Tyre & Wheel Limited distributes and markets tires, wheels, tubes, and related products in Australia, New Zealand, and South Africa. The company offers its products for cars, buses, trucks, commercial vans, agricultural vehicles, 4WD's, SUV's, turf and off the road equipment, industrial vehicles, and caravans and trailers. National Tyre & Wheel Limited was founded in 1989 and is based in Moorooka, Australia.
NTI.AX	Neurotech International Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Neurotech International Limited, together with its subsidiaries, engages in the research, design, development, and manufacture of medical devices and solutions in Australia. Its product includes Mente Autism, a portable electroencephalographic medical device that uses neuro feedback to relax the minds of children with autism spectrum disorder. The company focuses on developing neuro-stimulation and neuro-diagnostic solutions that enable medical practitioners to monitor and play an active role in home-based therapies. It also engages in executing of medical research projects; and developing of technological devices and other solutions for the screening and treatment of neurological disorders. The company was incorporated in 2016 and is based in Nedlands, Australia.
NTL.AX	New Talisman Gold Mines Limited	0	5	0	clojure.lang.LazySeq@1	clojure.lang.LazySeq@4544291f	clojure.lang.LazySeq@1	New Talisman Gold Mines Limited, together with its subsidiaries, engages in the mine development and mineral exploration activities in New Zealand. It primarily explores for gold and silver deposits. The company holds a 100% interest in the Talisman gold project in the Hauraki Gold Field, as well as the Rahu project located in New Zealand. It is also involved in the share investment activity. New Talisman Gold Mines Limited was incorporated in 1985 and is based in Auckland, New Zealand.
NTM.AX	Northern Manganese Limited	0	4	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@f3273781	clojure.lang.LazySeq@3e2d71bf	NTM Gold Limited engages in the exploration of various mineral properties in Australia. Its principal property is the Redcliffe Gold project covering an area of approximately 720 square kilometers located in the Eastern Goldfields region, Western Australia. The company was formerly known as Northern Manganese Limited and changed its name to NTM Gold Limited in November 2016. NTM Gold Limited was incorporated in 2006 and is based in West Perth, Australia.
NTO.AX	Nitro Software Limited	0	0	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@af1ca97f	Nitro Software Limited provides software and software support services for document productivity through the portable document format (PDF) in Australia and internationally. Its productivity suite includes Nitro Pro that helps in creating, editing, converting, merging, annotating, protecting, and signing PDFs; Nitro Cloud, which offers PDF tools and eSigning; and Nitro Analytics, a solution that gives the corporate insights into user's document workflows and productivity. Nitro Software Limited was founded in 2005 and is headquartered in San Francisco, California.
NTU.AX	Northen Uranium Ltd	0	0	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@3e2d71bf	Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.
